sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
726,3.6035585022811434,-1.1523808694343376,-0.07022838532157116,3.830559141574234e-16,3.465778871201282e-17,4.449557262054371e-16,2.2455803989847484e-16,6.4411843335446575,6.441184333544657,1.3789054523321653e-16,4.136716356996496e-16,1.3121221171087163e-16,1.1102230246251565e-16,9.541116026274773e-17,0.0,0.2775034731271808
727,10.879137045471243,-0.5371495249008085,-0.3761342069286465,4.0070390000160565e-17,8.310218876425834e-17,2.2887833992611187e-16,2.2247786310271853e-16,4.945171771910154,4.9451717719101485,1.0776310235513439e-15,3.5921034118378125e-16,1.1375446063377246e-16,0.0,1.7803871776525343e-16,2.9976021664879227e-15,0.09191905532767253
728,4.323699021391115,-2.268192601375957,-0.7700641256096357,4.325772308172054e-17,0.0,2.2887833992611187e-16,3.3317340963742003e-16,1.176753372907107,1.176753372907107,0.0,5.66077676182432e-16,2.1566205727873814e-17,0.0,8.208627307336968e-17,9.821169785683187e-16,0.2312834438874179
729,1.2314772596676375,-0.9259452521722571,1.3863211077877575,1.0435523609494409e-16,1.796814840601875e-16,2.775557561562891e-16,1.270145471529319e-17,3.3587753383456516,3.3587753383456516,0.0,0.0,1.5772201548077397e-17,0.0,6.764897790941924e-17,7.771561172376096e-16,0.8120328590313473
730,23.798857767791052,-3.6106992374866858,-2.3019449483330585,1.076106986396185e-16,5.2398744008287805e-17,3.337167946540778e-16,1.3334236103572998e-15,8.210014206522699,8.2100142065227,2.163646486736855e-16,1.5145525407157984e-15,1.3662136146489766e-16,1.1102230246251565e-16,2.9901598774400736e-16,3.987807333404508e-15,0.04201882332997537
731,22.68533792100531,-4.317511491164314,-1.7502454914641037,2.0203470017948557e-16,9.024947414434705e-17,2.220446049250313e-16,1.1105699151271772e-15,18.386726475425494,18.38672647542549,1.9322165278027208e-16,1.1593299166816326e-15,7.014128782561611e-17,0.0,1.0949878121746285e-16,8.027660131181735e-16,0.04408133586029129
732,5.086507551681247,1.8979639451114565,1.9265801697482332,3.947278780564802e-17,8.160897166442942e-17,0.0,2.238708385722776e-16,1.2701354779275489,1.2701354779275484,3.496392452360065e-16,0.0,1.5712465966266977e-16,0.0,3.3537334035434523e-16,1.8520532786961711e-16,0.19659854818646
733,20.733062091817196,0.7749677353286103,1.8863366131249373,4.908603892352354e-16,2.2314938889352175e-16,4.577566798522237e-16,6.689234338037539e-16,17.96348668461372,17.963486684613688,1.7799675347320844e-15,3.955483410515743e-16,6.080640087240146e-17,0.0,1.3168167305982322e-16,1.346163400355477e-15,0.048232142245625304
734,25.484729809212585,-1.676693291256563,0.13344457946909616,1.1527539094688492e-16,1.0718183799876548e-16,1.6653345369377348e-16,1.3370414706229164e-15,6.085304136138617,6.085304136138613,5.838185897237419e-16,1.6055011217402904e-15,1.4274706069813797e-16,1.1102230246251565e-16,1.4760640278896557e-16,3.805546239482759e-15,0.03923918391469876
735,4.580848570313411,-11.375706281840154,-1.3814415372168753,1.3807964809244465e-16,3.277304658945399e-17,0.0,1.11149678770656e-16,7.832158505738797,7.832158505738795,3.402044605134091e-16,3.402044605134091e-16,1.2725688127071129e-16,1.1102230246251565e-16,3.6828121911347e-16,3.9267351272703307e-16,0.21830016527518273
736,15.956210201216527,-0.6628725705598535,0.8027078788062143,7.593510938580224e-17,2.6849784229235052e-17,2.482534153247273e-16,6.751593739469377e-16,8.647903442047074,8.647903442047063,1.2324537511115617e-15,8.216358340743745e-16,9.010406977927176e-17,0.0,1.267020363995116e-16,1.7836423374943083e-15,0.06267152333727338
737,4.3276508425720435,3.1089432894030327,2.084169284689951,8.803692554977328e-17,0.0,0.0,1.4738736101260834e-17,11.266419819477477,11.266419819477473,3.1533652533154685e-16,1.5766826266577342e-16,6.279275839020434e-17,0.0,1.5788990222078486e-16,9.150489312936533e-16,0.23107224597760528
738,6.853111699831103,-7.771656026366673,-0.5930246996389376,5.148929683564136e-16,1.235261682776242e-16,2.3162293930726497e-16,4.440892098500626e-16,3.5394514407732904,3.5394514407732913,2.50936743888787e-16,5.01873487777574e-16,1.173878136843204e-16,1.1102230246251565e-16,1.0454489951322342e-16,2.1976565682522319e-16,0.1459191158411525
739,2.975040342771487,-0.6422362623286371,-1.0817620565563644,5.710228307719022e-17,2.1887387128404828e-16,1.1443916996305594e-16,9.280407136144228e-18,2.891456441475893,2.891456441475893,0.0,0.0,1.5972072607371466e-16,0.0,1.969614468426856e-16,1.9571752805868535e-16,0.3361298956599771
740,6.479753694612721,-4.334497325450274,2.8951809945754046,1.0163543738165045e-16,4.975334189145195e-17,3.723801229870909e-16,2.2887833992611187e-16,1.3931506082037188,1.3931506082037186,1.593830585275544e-16,3.187661170551088e-16,1.243384113892192e-16,0.0,1.5196809270115816e-16,6.126474700042012e-16,0.15432685363201393
741,70.45655766059068,-0.7439921980249864,-1.662524393594682,1.4420210709005736e-16,1.177433291989146e-16,1.570092458683775e-16,1.7229481308632166e-16,11.39185439759784,11.39185439759786,1.871186316891295e-15,0.0,1.767567783556934e-16,2.220446049250313e-16,3.182479725186752e-16,3.4955936328655477e-15,0.014193143026031939
742,2.5605242460848188,-5.8193951812446185,1.7286674512603981,8.89012611540193e-17,3.647273707288846e-17,0.0,2.2595555353350914e-16,3.740239573284324,3.7402395732843243,1.18732824769325e-16,4.749312990773e-16,6.004578574112882e-17,0.0,2.9882005854252626e-16,0.0,0.3905450227737757
743,2.543117573403003,-1.8329631047551314,2.265273578676773,6.260705400423367e-17,0.0,5.551115123125783e-17,1.1225205922049346e-16,0.8918410076196494,0.8918410076196494,0.0,3.3306690738754696e-16,5.2989917836148905e-17,0.0,9.525166713178061e-17,3.5476499670593356e-16,0.39321815493645407
744,2.838644240971715,0.10771490230887384,0.05565835935616148,3.605754591145549e-18,5.599202654146283e-17,1.1102230246251565e-16,2.230666183235937e-16,6.276578522163306,6.276578522163307,1.4150678057541496e-16,2.830135611508299e-16,1.0128059476193695e-16,0.0,1.8118033262640765e-16,9.992007221626409e-16,0.35228084786619196
745,8.657549894621418,-2.8616970612754216,-5.578901617101469,6.222558473763578e-17,1.4998668424944177e-16,1.2412670766236366e-16,4.577566798522237e-16,3.3024645706988074,3.3024645706988056,5.378882350959999e-16,1.4791926465139998e-15,4.2007865440868297e-17,0.0,1.3579717908742492e-16,1.780834145277575e-15,0.1155061203425749
746,8.886804761873254,-1.1873447129462875,1.683810227551344,3.496247238925241e-17,1.6184546686502301e-16,1.1631705747361534e-16,2.775557561562892e-16,8.560385002298819,8.560385002298823,4.150179784958795e-16,4.150179784958795e-16,7.006676288808132e-18,0.0,2.7280769405054024e-16,2.1002632480201956e-16,0.11252638341851111
747,13.221389411685754,-0.5288735277230809,0.04826678525290094,1.9551618063893124e-17,1.6734575220110366e-17,1.1102230246251565e-16,2.470567169682607e-16,11.996780079004555,11.996780079004552,2.961389352313017e-16,1.4806946761565086e-16,2.690685834485977e-17,0.0,4.937270012135328e-17,3.118293646307665e-16,0.07563501602306562
748,5.3464861934897305,-4.655159662980394,5.04424727571875,1.8299702068672576e-16,7.154206787033612e-17,1.6653345369377353e-16,5.551115123125783e-17,7.999604394987641,7.999604394987644,3.3308337856930886e-16,1.110277928564363e-16,3.599349660904493e-17,0.0,8.599665235033326e-17,7.903999948064983e-16,0.18703873232061544
749,2.7858780792579005,-3.6086890062634662,1.6026844210636622,4.371721209463445e-16,6.405266318178572e-17,2.482534153247273e-16,7.429637384752203e-18,7.315285805129593,7.315285805129591,2.428280844686398e-16,3.6424212670295973e-16,5.426080890057335e-17,0.0,1.142201683973433e-16,2.4024923621583527e-16,0.35895325335499906
750,9.334876998560599,-2.4803802867955485,-1.678744075449958,2.652519604380719e-16,3.1248614357869977e-16,4.577566798522237e-16,2.236498908699154e-16,17.80948580018292,17.809485800182934,7.979373955342408e-16,0.0,8.556928280067662e-17,0.0,1.3026584607409958e-16,0.0,0.10712513942649707
751,8.964407563615206,-8.005939260063766,1.4338281516882256,2.7633222846300117e-17,6.471527202763156e-17,2.220446049250313e-16,1.5543122344752192e-15,4.575830813943834,4.575830813943834,0.0,1.3587147756764047e-15,1.2071579340674733e-16,0.0,1.3082659174476968e-16,2.377245143088649e-15,0.11155226855802397
752,4.1159707414581845,-0.956781856472185,1.0461756502275783,1.3776753423324246e-17,0.0,0.0,1.1251254971533674e-16,0.3902516627654033,0.39025166276540324,5.551115123125783e-17,1.6653345369377348e-16,5.677269929039239e-17,0.0,1.1030471964942185e-16,1.0060696627673255e-15,0.24295605163746162
753,4.209564142880376,-0.14542536347919618,-0.25599938333714073,1.1102230246251565e-16,1.4969682377896577e-16,4.449557262054371e-16,3.3090303197143505e-17,3.735916978708098,3.7359169787081017,9.509616244280274e-16,2.3774040610700685e-16,6.310994124995279e-17,0.0,1.4549565800812502e-16,8.324957965937497e-16,0.2375542849706419
754,8.800348024919604,-1.6480862623889319,1.8997572638722444,2.7294051963763803e-17,5.18489755236326e-17,0.0,4.518280359883027e-16,11.814366529594562,11.814366529594562,0.0,0.0,1.4378189111825243e-16,0.0,5.518148864393183e-16,1.0999239293514646e-15,0.11363186969064794
755,3.5160210353825563,1.977515770350306,-0.48105367992226844,2.4331080412241806e-17,7.276005756144525e-17,2.482534153247273e-16,1.441014665507203e-17,5.3610343555889575,5.3610343555889575,0.0,0.0,1.5802451969929239e-16,0.0,1.36541491175591e-16,8.643235698100549e-16,0.2844124053686712
756,24.974254054637946,-2.4806616016028498,3.6820532468006455,1.6801615934238735e-16,1.5540386779632768e-16,1.1102230246251565e-16,6.667118051786499e-16,8.216822492828623,8.216822492828625,2.1618537347625525e-16,6.485561204287658e-16,3.086678190344429e-17,0.0,1.4836219788875944e-16,8.191752489037144e-16,0.040041235978947536
757,13.197265408371136,-0.6616448865383098,-1.058845343079314,4.4878893653496276e-17,0.0,1.1102230246251565e-16,1.2646526462633303e-17,9.514956909428793,9.514956909428786,7.467640079967066e-16,1.8669100199917664e-16,3.9461337243671066e-17,0.0,4.405433264117715e-17,0.0,0.07577327340599936
758,7.955455622911971,-1.8705406401419176,-0.4967847226229387,1.0554310407241996e-16,0.0,0.0,2.2887833992611187e-16,10.02417697596762,10.024176975967615,5.316217511898371e-16,0.0,1.5639037043883733e-16,1.1102230246251565e-16,2.1737582311250344e-16,1.7026277622651088e-15,0.12569990298480938
759,12.910036055528055,-2.7817982864460196,-1.0418986914745614,2.2283265695967227e-16,6.41022204849282e-17,3.5108334685767007e-16,2.237726045655905e-16,19.082366346225573,19.08236634622557,1.8617783635116174e-16,3.723556727023235e-16,2.4240630832731856e-17,0.0,4.1915636905514723e-16,5.630814366402624e-16,0.07745911751902336
760,16.807605661699313,-2.518975341840941,-0.23351530829256767,8.952486712558372e-17,1.0268902161546296e-16,5.551115123125783e-17,1.5788995281571396e-15,4.716384764833186,4.71638476483319,9.415881697382458e-16,9.415881697382458e-16,4.8518544507732843e-17,0.0,3.1882942316116494e-16,2.6925004916562247e-15,0.059496874220386964
761,5.252813416392447,0.13782365583816594,5.180191987248991,1.9001820492739485e-17,6.279357180568806e-17,1.1102230246251565e-16,2.25022633672081e-16,2.4729381724419213,2.4729381724419213,0.0,3.591591692820556e-16,1.2532466555718045e-16,0.0,4.0057947949753346e-16,3.069725449560464e-16,0.19037417108311905
762,20.238941712093343,-0.02893566220976771,0.08181422380288841,2.0816681711721685e-17,1.7867071476609258e-17,2.2591401799415137e-16,1.11452544598687e-15,2.0331681768340033,2.0331681768340046,6.552668120276998e-16,1.7473781654071993e-15,8.677510068901405e-17,0.0,1.6293753282217754e-16,2.7755575615628914e-17,0.049409698107013095
763,4.278324603907528,0.09727977101096709,0.093716180284102,5.1281548932175676e-17,1.3122055960276343e-16,2.220446049250313e-16,1.1142179517151867e-16,1.9409231785300232,1.9409231785300232,0.0,5.720077110243975e-16,1.6279437008050513e-16,0.0,4.193864588602295e-16,5.368898436677762e-16,0.23373635536833037
764,9.732743364347947,-3.445058698435798,-0.6310222896219764,5.919163784658305e-17,4.3442717050355466e-17,0.0,5.551128323003305e-16,2.3550709550098983,2.3550709550098974,3.771344628962112e-16,0.0,3.8673359209885694e-17,0.0,1.4216759966897413e-16,1.7012847407744185e-15,0.10274595379377702
765,5.895321161041591,-1.6203084151309959,1.37378004024344,6.449102521618574e-17,8.548006962066039e-17,3.5108334685767007e-16,2.851394597007369e-17,4.833360522381674,4.833360522381675,1.8376001864277834e-16,9.188000932138917e-16,1.3391508202859362e-16,0.0,2.0410887738466154e-16,9.125401930016629e-16,0.16962604287080363
766,13.2445539448139,-1.4334320062601134,-0.11708201725572627,3.564221254475855e-16,3.152761120461957e-17,4.440892098500626e-16,2.7755575615628914e-16,14.574878078948922,14.574878078948924,1.2187798963244253e-16,1.2187798963244253e-16,2.0929894647252923e-17,0.0,1.201858201688208e-16,2.608377992457911e-15,0.07550273147489289
767,2.823264770210919,-0.40311499306446347,0.5215932125647282,2.5526158238154986e-16,1.4563281702440623e-16,4.518280359883027e-16,4.441095852997347e-16,13.177202467037342,13.177202467037349,5.392212326838847e-16,4.044159245129135e-16,5.368151166175853e-17,0.0,2.3626909352439323e-16,3.9062794145053926e-16,0.35419986483424726
768,6.3236059078277345,-1.2449039553768224,-0.3649777290811183,1.0261273834671874e-16,1.6918910242001743e-17,0.0,7.791361360319881e-16,13.64253577919561,13.642535779195608,1.3020723332894845e-16,9.114506333026393e-16,1.5032539026081485e-16,2.220446049250313e-16,1.5164348592412888e-16,0.0,0.15813762188471284
769,15.427470939553832,-5.055860469750553,-1.1411115322117897,2.515257763175272e-16,4.696581948945903e-17,4.449557262054371e-16,2.220446049250313e-16,14.856460141018285,14.856460141018244,2.750063401267633e-15,1.1956797396815794e-16,1.1794059798986758e-16,1.1102230246251565e-16,5.2888976831835516e-17,8.252201021086154e-16,0.06481943825518321
770,4.192037116580863,-3.9542134758886593,5.917869574885843,2.6920429089383604e-16,1.8563347177627469e-16,2.2887833992611187e-16,4.742874840267547e-16,10.019706690556205,10.019706690556204,1.7728631129237605e-16,1.7728631129237605e-16,1.0088378753142932e-16,1.1102230246251565e-16,1.20952664382336e-16,1.0499702002774828e-15,0.23854750618611525
771,18.60371293939186,-4.672952707952664,-0.20777092201100483,1.8248178655449447e-16,1.1964988576456352e-17,1.1443916996305594e-16,6.677060768808544e-16,10.91489394620826,10.914893946208267,6.509845530903547e-16,9.76476829635532e-16,1.4452576239689142e-16,2.220446049250313e-16,2.2910534793356287e-16,1.7326440072201604e-15,0.053752710722737976
772,5.786352540001693,-3.352864555295684,0.453971685586266,3.4640036151727145e-16,1.4226875433491977e-17,1.2412670766236366e-16,2.2305712238205696e-16,0.7451573408151042,0.745157340815104,2.220446049250313e-16,2.220446049250313e-16,8.818852709190775e-17,0.0,2.767821803660874e-16,6.005880355920962e-16,0.17282044138978642
773,1.8573087436469338,-3.090601301610697,0.6483537875419813,3.5922538098334146e-16,7.928821509899622e-17,3.3766115072321297e-16,2.8496938443250214e-17,4.910677530098735,4.910677530098734,1.8086677739604443e-16,3.6173355479208887e-16,9.256723223245215e-17,1.1102230246251565e-16,1.6226332418665008e-16,0.0,0.5384134454869587
774,2.152274765043464,-4.602885727910765,-0.0035787623783187783,5.2440824641054287e-17,2.3490664940783497e-16,5.551115123125783e-17,1.1400749559288637e-16,0.5931569493774198,0.5931569493774198,0.0,1.1102230246251565e-16,1.1571371494574408e-16,1.1102230246251565e-16,1.3433452440872977e-16,1.0208233241264802e-15,0.464624692089351
775,3.55962340958201,-1.4119457686869379,-1.2327316174470364,2.2244431158655413e-16,1.7105146875670467e-16,3.723801229870909e-16,1.7062924725473897e-17,5.961619089085053,5.961619089085054,1.4898275224028722e-16,2.9796550448057445e-16,1.4009485061351124e-16,1.1102230246251565e-16,2.0773621960792404e-16,1.2393687550203667e-15,0.2809285941058096
776,4.541111974951232,0.87084964762131,-1.5067041282066358,8.354962226582896e-17,1.969220668946383e-16,3.3766115072321297e-16,2.2279120247162255e-16,6.892886934005842,6.892886934005844,2.577086867095773e-16,2.577086867095773e-16,1.4185661369136534e-16,1.1102230246251565e-16,4.164580237136849e-16,1.7763568394002505e-15,0.2202103814034963
777,7.613355183678506,3.454252774409328,-0.9537122294581436,1.5582335732619357e-17,1.2194016471611828e-17,1.1102230246251565e-16,4.798960483325563e-17,15.424549574591026,15.424549574591026,0.0,1.1516426011729095e-16,1.3641114670760238e-16,0.0,1.0019786507606551e-16,0.0,0.1313481344130379
778,18.305054909629845,-1.0654259771780425,-0.5280024193006404,3.1440919731116663e-16,3.406077124755262e-17,4.47545209131181e-16,1.4292545505376478e-16,1.2607247669345765,1.260724766934577,3.5224913597109336e-16,3.17024222373984e-15,1.5117824025191792e-16,1.1102230246251565e-16,5.098776733569919e-16,5.607812169083051e-15,0.054629718672624145
779,33.25608764267469,-1.4818707281031744,0.14139217344332056,1.5574839968471156e-16,5.616803617661107e-17,2.2887833992611187e-16,2.237726045655905e-16,7.618649518623926,7.618649518623943,2.3315901788865785e-15,2.3315901788865787e-16,6.019382847878841e-17,0.0,1.6461647382432933e-16,6.367945074285423e-15,0.030069682602014647
780,38.38875799746521,-4.571026200509882,3.595913276839915,2.4588272660723356e-16,1.0218679439068885e-16,1.2412670766236363e-16,1.5652369277723437e-15,9.740263540884671,9.740263540884683,1.2766079504530918e-15,9.118628217522083e-16,1.3871417943577974e-17,0.0,3.242546808182649e-16,2.4604827651216905e-15,0.026049292870218968
781,5.345000238785686,-0.6972976147624728,-1.8061232659725361,1.1708857586158267e-16,0.0,5.551115123125783e-17,2.2887833992611187e-16,2.5495703791776583,2.5495703791776583,0.0,0.0,1.313207140579315e-16,0.0,1.6473627679144883e-16,0.0,0.18709073065021908
782,3.769951036026218,4.440595327379042,-7.624149862131098,1.5592997475019736e-16,0.0,1.1102230246251565e-16,8.151995032467948e-18,4.987584265811379,4.987584265811378,1.7807787745830428e-16,1.7807787745830428e-16,8.336076516331257e-17,1.1102230246251565e-16,1.622455770484664e-16,7.980474018236778e-16,0.265255434472185
783,34.972551746040956,2.8746204915382476,-0.6214423958552817,2.091596498635936e-17,2.9063800195924765e-17,5.551115123125783e-17,6.49741366860447e-16,37.25169067195456,37.2516906719545,1.7166696347168415e-15,1.9074107052409352e-16,1.962847544776069e-17,0.0,2.1089012189439426e-16,3.1898645721380243e-16,0.0285938528953173
784,6.199103657514686,-0.3444052652279478,-2.0142074129264156,2.263446724503657e-17,2.025919767637345e-16,4.440892098500626e-16,1.156121486027399e-16,8.88756659999875,8.88756659999875,0.0,3.9973975315144194e-16,1.686283220583001e-16,0.0,1.5746984774891458e-16,4.3844598640810147e-16,0.16131364391492076
785,5.9409736411239304,-0.9153123468779015,0.9743882641608522,2.397411501928578e-17,6.008437597394899e-17,1.1102230246251565e-16,1.4661058611511023e-16,9.293079897244295,9.293079897244294,1.9114834468678126e-16,0.0,5.566739450646029e-17,0.0,9.374637684034352e-17,0.0,0.16832257815081264
786,7.9471598856984,-1.7392343591142487,-1.056992008382676,1.699118872403756e-16,2.3004215237959556e-16,2.265790592267349e-16,4.742874840267548e-16,3.630530094076711,3.630530094076711,0.0,0.0,1.5705945876455338e-16,0.0,1.3891132653535138e-16,2.299678828986303e-16,0.12583111632113897
787,13.214276978683658,-2.1186503174021354,-1.4716201068115171,1.5825303123714808e-17,3.404173319753078e-17,5.551115123125783e-17,1.32629178017523e-16,4.912492885326038,4.912492885326042,9.03999700796694e-16,1.807999401593388e-16,1.3616380189499763e-16,2.220446049250313e-16,2.5594211189620176e-16,2.4526022579446723e-15,0.07567572570282588
788,62.56252698321859,-5.890525277160823,0.07283810864181983,6.585587016425843e-17,1.6276852981756772e-17,0.0,4.043178621822051e-15,17.168506834598652,17.1685068345986,3.103980194399549e-15,3.931708246239429e-15,1.118833473179367e-16,1.1102230246251565e-16,2.280984892101357e-16,7.544068730101438e-16,0.01598400909009721
789,58.58363169627557,-8.834450027140448,-0.14229114258423647,1.5763157918710307e-16,0.0,2.237726045655905e-16,2.551076802410202e-15,13.235863641530996,13.23586364153106,4.831482701117646e-15,1.7447020865147056e-15,1.190609030781356e-16,0.0,1.1849291328509853e-16,1.305509660021053e-15,0.017069614345257018
790,49.13986102690886,-0.5108214089248176,-0.755400647377144,4.666929753360793e-17,1.0592941367210814e-16,1.5700924586837752e-16,6.689875520650885e-16,3.642996198731197,3.6429961987311947,6.095109432240589e-16,8.533153205136825e-16,1.6175054158778382e-16,0.0,1.4018662453829066e-16,2.1411978130125724e-15,0.02035007790217727
791,1.950687917104052,-2.4921671848151035,-1.817478324800929,3.3175926763526452e-16,8.260592926321528e-17,2.775557561562892e-16,1.2447147562146325e-17,9.455371448781921,9.455371448781921,0.0,1.8786748347460086e-16,9.402945309941276e-17,1.1102230246251565e-16,8.815906484837355e-17,1.069046106887949e-15,0.512639664823771
792,10.165567954320943,-0.8094458288704576,0.48456317704675245,3.890981243248494e-16,1.268773447029604e-16,2.2887833992611187e-16,2.775557561562892e-16,16.338500882242634,16.338500882242634,0.0,2.1744428723333721e-16,8.666630857222262e-17,0.0,4.606702049372245e-16,1.4479873533645042e-15,0.09837128672923257
793,5.818474400158125,-1.0651766307139072,0.09956999201576819,2.0067633638994492e-16,5.2603930544257654e-17,2.482534153247273e-16,4.504598925857302e-16,7.7591664842415184,7.759166484241522,4.578731086664896e-16,4.578731086664896e-16,8.09577735180918e-17,1.1102230246251565e-16,3.0941892850181563e-16,3.2044159990069143e-16,0.17186635726588784
794,49.15412654378501,-5.200780944406655,1.9406662007352842,5.184832108756901e-17,4.5120141386793435e-17,1.1102230246251565e-16,3.510833468576701e-16,13.956341637317868,13.956341637317859,6.363977342925058e-16,1.2727954685850117e-16,1.1545570530464528e-16,0.0,1.9290580654009492e-16,2.1082365384768855e-15,0.02034417189998263
795,5.833353790732742,-0.8161966314685075,1.5580694234136767,1.387846541707845e-16,3.1712108360829747e-16,2.482534153247273e-16,2.3970689837430723e-16,8.475000629975746,8.475000629975744,2.0959961148761993e-16,4.1919922297523986e-16,3.936477157409517e-17,0.0,1.483291887163406e-16,1.8451586159043707e-15,0.17142797023363657
796,2.9979063207642596,-7.306445273127087,-1.3380782269616633,3.6488489241207946e-16,9.463906704553918e-17,4.47545209131181e-16,7.576974700289824e-18,2.4376814261293407,2.4376814261293407,0.0,3.6435377083313736e-16,1.2358277168421485e-16,1.1102230246251565e-16,3.691380057442159e-16,2.429654507625466e-16,0.33356612682449305
797,10.45772913906078,-0.195305600008923,1.9784923625608286,2.1875581592924853e-17,3.840970009706017e-17,5.551115123125783e-17,2.221322846755067e-16,13.343625324341385,13.343625324341382,2.6624800925125317e-16,2.6624800925125317e-16,1.2307125775400721e-16,0.0,1.82230599763173e-16,1.2047393309692845e-15,0.09562305417386306
798,3.317542953824764,-3.4998872377315244,-0.6914473945780288,2.872929271489326e-16,1.7016524549396365e-16,0.0,2.2274500133551177e-16,4.588921155717436,4.588921155717436,0.0,1.935484157520389e-16,1.1162511768168068e-17,0.0,1.168603212375128e-16,1.2243414981206007e-16,0.30142789827245775
799,10.843016125959057,-3.5944917233957763,-1.9279738363011831,3.936792909662448e-16,4.0039390344232114e-16,4.47545209131181e-16,4.443813277489844e-16,0.2857882511214757,0.2857882511214757,0.0,2.7755575615628914e-16,1.4233532223008389e-16,2.220446049250313e-16,6.971653538773949e-17,4.85076469737777e-16,0.09222526171531975
800,9.790666310121525,1.5480863317574054,0.9436889938557059,1.159086944895194e-16,3.740037652769338e-17,1.1102230246251565e-16,8.326672684688674e-17,5.9245261274394965,5.924526127439496,1.4991552076823813e-16,2.9983104153647626e-16,1.4711150283186219e-16,1.1102230246251565e-16,3.299723250869366e-16,1.0276817630509214e-15,0.10213809441817215
801,3.7633669823412688,-5.127084153837983,-1.7144413899145916,8.570255084302996e-17,2.677496571716746e-17,5.551115123125783e-17,2.2742433045240026e-16,5.631581424637974,5.631581424637974,0.0,1.5771385561689214e-16,1.241651762286908e-16,0.0,2.4893590142108964e-16,8.122038624985797e-16,0.2657195018961135
802,1.8050016181075144,-4.186319341304081,-1.847446621977534,2.2734715281020795e-17,0.0,1.6653345369377348e-16,2.220879817821814e-16,3.9489316357942954,3.948931635794296,1.124580648154821e-16,0.0,1.5929988565127542e-16,1.1102230246251565e-16,2.2545064209522894e-16,3.5813727203590587e-16,0.5540161238461756
803,13.612028499819058,-1.4665586833692008,-1.2793773731757803,9.434755831072153e-17,0.0,0.0,4.47545209131181e-16,7.959926480835968,7.959926480835968,0.0,4.463249362106404e-16,3.54075095145633e-17,0.0,3.429523990088936e-16,6.216012448963574e-16,0.07346443625307472
804,30.147363654010043,-2.609335918861197,2.5453148763431432,4.04698743111786e-16,3.8035773950924075e-16,4.47545209131181e-16,7.791361360319881e-16,26.585151934906662,26.585151934906644,6.681762977129614e-16,5.345410381703691e-16,4.3043623142563815e-17,0.0,5.500029583136471e-17,5.971572027010532e-15,0.033170396306508775
805,5.589712574006401,0.06895829756029011,-0.6878477319802667,1.3941155666968228e-16,7.717515458970753e-17,4.163336342344337e-17,3.331954041437465e-16,2.92300845890283,2.9230084589028307,3.038576289421717e-16,3.038576289421717e-16,1.257486202654438e-16,0.0,1.4824856652818702e-16,5.892153578561013e-16,0.17890007522931498
806,24.460984024395767,-0.5438852013585268,5.753840344985103,1.0308818651331128e-16,6.373538700139442e-17,1.1102230246251565e-16,5.236911533344271e-16,23.08872007310663,23.08872007310663,0.0,6.154890643658754e-16,1.24849531951701e-16,2.220446049250313e-16,2.79977356349844e-16,2.930136208140905e-15,0.04088142974962424
807,6.763777730849586,-2.6490496959205685,2.6721300321411627,0.0,0.0,5.5511151231257815e-17,2.220446049250313e-16,7.525346104841454,7.525346104841448,7.081495580345837e-16,2.3604985267819454e-16,2.8265854780047247e-17,0.0,1.8577256906646833e-16,7.163510135880516e-16,0.14784637221873886
808,4.930180022414392,-3.6122769091130222,2.1145378353028663,2.4502724930789965e-16,1.557028502782598e-16,4.47545209131181e-16,5.5540019193769105e-16,4.354387314133879,4.354387314133878,2.0397322415881388e-16,4.0794644831762775e-16,1.415084808617141e-16,0.0,1.2038131907655036e-16,1.1743479174404105e-16,0.20283235002649705
809,4.290210718369857,-2.216674291745815,2.1817527827537777,1.633503337439679e-16,1.639208020703831e-16,1.1102230246251565e-16,9.951246352183987e-18,0.6070001633155949,0.6070001633155947,2.220446049250313e-16,1.1102230246251565e-16,1.3557969783757121e-16,0.0,1.77959377051326e-16,0.0,0.23308878412852552
810,4.896068948457671,-5.931976732036423,3.959888690714802,1.4416924888910161e-16,1.238654978835907e-16,2.775557561562891e-16,2.2887833992611187e-16,1.6932759295166948,1.693275929516695,1.311331490954393e-16,3.933994472863179e-16,1.4225109411596162e-16,0.0,1.6679965940493503e-16,1.2695998096952336e-16,0.20424548970353204
811,9.641274128078948,-2.8920624759007456,-1.0383062465865176,3.586793968870742e-17,3.7332214640333214e-17,1.1102230246251565e-16,7.771561172376096e-16,2.142864985519329,2.1428649855193296,2.072408727806229e-16,6.217226183418687e-16,5.553364459603178e-17,0.0,2.611085400902776e-16,1.2449826045124865e-16,0.1037207309651761
812,47.91954913674053,7.067815575485996,0.7535877530978691,3.931650074464905e-17,5.079665429137245e-17,1.1102230246251565e-16,3.110619605733155e-15,1.37028136021347,1.3702813602134696,3.2408614956338596e-16,1.2963445982535438e-15,5.69285276463601e-17,0.0,4.543309341258771e-16,1.3645393200832688e-15,0.02086830986548977
