sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
657,6.357981262027296,-5.473779421243436,-0.4281690634830712,5.690160943642689e-17,4.658154650801993e-17,1.2412670766236366e-16,2.237726045655905e-16,11.401273051801244,11.401273051801237,6.232135065371881e-16,9.348202598057823e-16,1.7709344764994136e-16,0.0,2.1545898872190858e-16,2.2203243399220934e-15,0.1572826277379025
658,3.0339231063299357,4.681044430199189,-4.147941913217283,7.41957138217792e-17,1.728735362881817e-16,1.7772239894833365e-16,2.2608890245292898e-17,1.603742120269326,1.6037421202693258,1.3845405824207075e-16,2.769081164841415e-16,5.56075469962795e-17,0.0,1.7350416495529745e-16,8.94850191576862e-16,0.329606244111333
659,75.28194246574309,-1.5869794919197189,0.5187512191645045,1.0457421105969832e-16,3.9522116394639404e-17,5.551115123125783e-17,5.912654255959596e-15,11.783644854529623,11.783644854529655,2.7134578056223045e-15,5.879158578848326e-15,4.19448501196247e-17,1.1102230246251565e-16,1.656046413882117e-16,3.498538464805793e-14,0.01328339794706416
660,3.3956514782523617,-0.44396847381131865,0.6422811986807649,1.6034354806634978e-16,1.0070839026238293e-16,1.570092458683775e-16,3.335893662700628e-16,2.2998143349958977,2.2998143349958995,7.723914110672847e-16,1.9309785276682117e-16,1.4520645387684673e-16,0.0,4.23864403649973e-16,5.551115123125783e-17,0.29449429848868647
661,28.24270028629672,-8.514604230586356,0.05284422108431405,2.02672180434908e-16,6.304407507739065e-18,4.742874840267548e-16,6.680804689108577e-16,2.2868170219767525,2.286817021976751,5.82586020983244e-16,1.94195340327748e-16,4.493539225589071e-17,0.0,2.7824773782119606e-16,2.2457328786298044e-15,0.03540737924713256
662,30.35423717906117,-3.1556030809155238,-2.0712050302364915,1.1055665438949253e-17,1.205981566170272e-16,0.0,3.113081990593338e-15,6.6356669263700185,6.635666926370007,1.7400390321305559e-15,2.5431339700369665e-15,1.465595683598123e-16,2.220446049250313e-16,1.781448982402102e-16,8.590432833827606e-15,0.03294432978503777
663,4.949590961565228,3.1800955520299894,0.4810961832148294,2.577982046290608e-16,1.8350852533723445e-17,2.220446049250313e-16,1.7702800016311889e-16,3.7667711560461563,3.766771156046158,4.715860788487156e-16,3.5368955913653673e-16,4.430112419454005e-18,0.0,1.213287704962443e-16,5.322036258432862e-16,0.20203689714266182
664,5.547286220697757,0.13479704817618762,-0.2748828671190148,1.6992353191963608e-16,2.0652752570997625e-16,2.482534153247273e-16,3.468210242875606e-16,3.2225262139832402,3.2225262139832407,1.378077881641624e-16,5.512311526566496e-16,5.3896555942904944e-17,0.0,1.7533096562092645e-16,7.739945731152129e-16,0.18026832584712282
665,8.721485376437698,-2.679310104631513,0.8618369124567664,4.6298946062650644e-17,4.7749060278204564e-17,2.2887833992611187e-16,8.831318644061467e-17,1.4889661546701247,1.488966154670124,4.473800916735233e-16,2.9825339444901556e-16,5.829690494415859e-17,0.0,6.908068778693e-17,1.6294966307941527e-15,0.11465936785282287
666,16.145881624988014,-4.5047192280535056,3.2209575291881194,2.7824581407290655e-16,2.2114709543134903e-16,2.482534153247273e-16,2.627083261704694e-16,11.497570794894273,11.497570794894258,1.2359875810908353e-15,3.0899689527270883e-16,7.41044372568621e-17,0.0,9.892405338336655e-17,1.8000791934597384e-15,0.061935298624533425
667,1.833870030326182,0.0712320048920834,0.22281382212181378,2.294358605243526e-17,1.8957365518894502e-17,5.551115123125783e-17,7.52157629726278e-18,7.5426929779750065,7.542692977975003,4.710139586981175e-16,1.1775348967452938e-16,5.612350887766432e-17,0.0,3.077970401008619e-16,2.3684781000606308e-15,0.545294913741588
668,28.12678202724006,-1.8770312731153014,1.3944768732080128,1.1804585460932553e-16,3.759017994360135e-17,0.0,4.577566798522237e-16,4.998105737914974,4.998105737914978,7.108120286151774e-16,1.066218042922766e-15,1.2451733131333124e-16,1.1102230246251565e-16,3.056290182242103e-16,1.8442645983356037e-15,0.03555330286385084
669,8.148775447830587,-4.210917254118026,3.30173651797014,7.30132185266085e-18,6.41069460033571e-17,1.1102230246251565e-16,1.1102230246251565e-16,3.334220190197641,3.33422019019764,2.6638265292475394e-16,0.0,1.449428164085774e-16,1.1102230246251565e-16,1.5628057983822794e-16,1.74545902858921e-15,0.122717825077169
670,36.88872813869887,0.34190912358199294,-1.2381793776349428,1.3238499138307675e-16,1.5538783460403698e-16,4.458011518422968e-16,8.95090418262362e-16,42.42047035561397,42.42047035561397,0.0,6.699998654456845e-16,4.006753690649802e-18,0.0,1.4539968508987713e-16,2.1368357572552615e-16,0.02710855186549176
671,14.889354427766769,-1.671869386154202,-0.673673082528712,1.2021229751377816e-16,1.1326157166964603e-16,2.2247786310271853e-16,8.96917464302345e-16,1.9683559106167499,1.9683559106167483,7.896499947452098e-16,2.256142842129171e-15,1.1455173451650966e-16,0.0,1.7263193854741054e-16,5.2987807638766285e-15,0.06716207911171149
672,74.28391345927383,-0.47588610981273116,-0.05406129797681312,7.972104979604588e-17,4.740373047485558e-18,2.2887833992611187e-16,1.125623937783745e-15,64.50974427122108,64.50974427122105,4.405800976501999e-16,1.3217402929505997e-15,6.243874367144881e-17,0.0,2.2678158668719033e-16,2.9118008860083314e-15,0.013461864802634886
673,2.6626270208550524,-3.621700243510695,-2.837576551418119,3.297019672470117e-16,2.0037802336507224e-16,2.220446049250313e-16,3.711925169464993e-17,1.7173261499867176,1.7173261499867178,1.2929670052875436e-16,0.0,1.128518856040677e-16,0.0,3.2987146731594786e-16,9.778152457340862e-16,0.37556893705633243
674,2.980989731724389,-1.1247730590521405,-0.23406966107302593,8.509048503377936e-17,5.685471978655672e-17,1.1102230246251565e-16,4.472541027331327e-16,5.192698320506719,5.192698320506718,1.710437165572627e-16,3.420874331145254e-16,6.839321404186145e-17,0.0,2.723138925562502e-16,3.313905981144081e-16,0.3354590555471445
675,3.597503653534562,-1.2521825208314825,0.0882163353282947,9.93617031448922e-17,2.6727482001700518e-17,1.2412670766236366e-16,2.226159527112048e-16,4.1715621517048875,4.171562151704889,4.2582533228571605e-16,2.1291266614285803e-16,1.737449648618514e-16,0.0,2.2309825390592944e-16,5.153487385747275e-16,0.2779705307644358
676,26.013125231367425,-3.475384477591915,-3.2078353837367577,2.196839091806613e-16,1.806046499111848e-16,4.441434166503682e-16,4.507904845940932e-16,18.655807191035287,18.655807191035297,5.713042018103125e-16,5.713042018103125e-16,3.014660960356164e-17,0.0,7.513199037317875e-17,5.627737525980213e-15,0.038442132235388726
677,22.98065827596222,-4.4472368270847396,0.688119863952979,9.9171266273277e-17,4.298663484542631e-17,2.220446049250313e-16,2.2404626435767197e-16,8.033191884129911,8.03319188412991,2.2112715157589575e-16,0.0,7.583785101166213e-17,0.0,1.3559665694872375e-16,2.2083017076519694e-15,0.043514854448102984
678,2.2797503382563757,-0.9193076911798685,-0.34372861714552894,9.285091554792316e-17,7.91005600348436e-17,2.482534153247273e-16,4.442664340673029e-16,5.122857223354412,5.122857223354413,1.733755950977982e-16,3.467511901955964e-16,1.5806512014349137e-16,0.0,2.1489616014948914e-16,2.283334838553857e-15,0.4386445231388068
679,18.63115328649533,-1.6801639472865046,-0.7273791800484537,2.3906981686906707e-16,1.7776654009117517e-16,3.723801229870909e-16,1.1591068670336378e-15,6.761386807687664,6.761386807687667,3.940811751918722e-16,1.0508831338449925e-15,1.0820593234253886e-16,0.0,2.7473697669795082e-16,2.17619154142761e-15,0.053673542620936904
680,3.778431016550198,-5.937205967625643,0.2118719563064062,2.822456024967202e-16,8.752390793721137e-17,3.5108334685767007e-16,6.67141823737031e-16,0.9999885742644481,0.9999885742644479,2.220446049250313e-16,8.881784197001252e-16,1.3287095835616618e-16,0.0,1.3283800929083364e-16,5.816732469305887e-16,0.26466011834537173
681,2.281711039176379,-2.4577794040525043,-0.0717308324426792,2.417011031850098e-16,3.381513706871265e-17,2.371437420133774e-16,3.0100975669191626e-17,10.437331667819038,10.437331667819036,1.7019262163309544e-16,0.0,1.333664624147692e-16,0.0,2.138452686810649e-16,7.220155497594779e-16,0.4382675907817703
682,2.4111659602826996,-1.2769780456176199,0.00692691573017902,8.302564841326125e-17,3.019713474057435e-17,1.2412670766236366e-16,4.448247501999533e-16,2.8793484508992773,2.8793484508992764,3.084650693884339e-16,6.169301387768678e-16,1.0478525217825162e-16,0.0,1.0544216987209079e-16,7.871262359896854e-16,0.4147371091298724
683,22.366192656489613,-0.8464570492237846,-0.06962844082486641,3.7954895908178674e-17,4.633983796625604e-17,8.326672684688677e-17,1.2412670766236366e-16,22.226744707548516,22.226744707548555,1.7582354492753697e-15,0.0,1.5239422095129166e-16,0.0,4.198679591363237e-16,4.337235379982232e-16,0.04471033650467682
684,14.948529991131146,0.06981157926973822,-0.7172810516821313,1.1004683841964715e-16,2.2263441098573774e-16,2.2887833992611187e-16,4.440892098500626e-16,2.999057932423683,2.9990579324236806,7.403811794511965e-16,2.9615247178047863e-16,4.241552711321603e-17,0.0,2.8381540237020855e-16,1.9846707860359847e-16,0.0668962099011261
685,36.305986668099955,-3.8256891767799273,1.4006591391262773,4.607688279715868e-16,2.331640408692398e-16,6.667118051786499e-16,1.176260205927154e-15,10.08167474900864,10.081674749008645,5.285898078317567e-16,8.809830130529279e-16,2.3790748792124702e-17,0.0,2.0170302815076533e-16,2.342113772892558e-15,0.0275436668101599
686,10.3804285589252,-0.7893115124494934,0.3326605238752631,1.1116630559433663e-17,2.4022031116907176e-17,0.0,6.662008915754769e-16,6.843367465710591,6.843367465710592,1.29786749601046e-16,1.29786749601046e-15,1.5137245655025918e-16,0.0,1.747793016343685e-16,7.216603910583715e-16,0.09633513629263486
687,4.607295413093819,-0.3162983195902381,1.3891812082874466,2.1463459049536647e-17,0.0,5.551115123125783e-17,2.220446049250313e-16,5.859170442125513,5.859170442125513,0.0,1.5158774240708444e-16,1.5339539280563442e-16,1.1102230246251565e-16,1.9387889281320897e-16,9.115242226295853e-16,0.21704707650350064
688,8.543020949820912,-1.7850474151992322,0.06208520343521862,1.1021010994043277e-16,2.776881653942859e-17,5.551115123125783e-17,2.220446049250313e-16,1.9121793154840463,1.9121793154840474,5.806061260233412e-16,1.1612122520466824e-16,4.8688448749092506e-17,0.0,1.2748848851166338e-16,3.650706404494925e-16,0.11705461169692764
689,11.211005690448648,-2.00791456383311,-3.125489034615227,1.0739955063271718e-16,1.2659544039007864e-16,1.1102230246251565e-16,2.220446049250313e-16,15.919584310503666,15.919584310503675,5.579155852167003e-16,2.231662340866801e-16,1.7809601741045374e-16,0.0,2.2745298429021637e-16,4.3282398472848455e-16,0.0891980637251808
690,41.65322461243649,3.6778340230493356,1.5988796762770756,3.797121849715091e-17,5.089235406160619e-17,1.2412670766236366e-16,2.220446049250313e-16,14.93718380324572,14.937183803245722,1.1892180365446556e-16,1.1892180365446556e-16,1.5381232899267282e-16,0.0,1.5677976771462225e-16,1.0218934949236616e-15,0.02400774512188184
691,4.263724646393575,-1.8660469212858513,1.041574804148483,4.5143094970050485e-17,3.684644172261595e-17,1.1102230246251565e-16,1.1748226037086548e-16,1.4009609368473577,1.4009609368473586,6.33978004910566e-16,0.0,4.85489177309887e-17,0.0,7.546928649486335e-17,1.0671709257038327e-15,0.2345367215131582
692,5.976571716769759,-1.5198545535988743,-0.07810250278833553,3.0954113832938594e-17,5.111294459666242e-17,1.2412670766236366e-16,1.642970597244761e-17,18.264195306910295,18.264195306910292,1.9451794174892142e-16,1.9451794174892142e-16,1.5508817639067708e-16,0.0,3.2474338436654273e-16,1.3285091551458706e-15,0.16732000340497608
693,25.429266805945403,-2.8906478082608364,-6.65289666489334,7.46125644168235e-17,5.955309951620638e-17,0.0,6.807220874041505e-16,15.17932985004402,15.179329850044027,4.68098883665829e-16,4.68098883665829e-16,1.2648305174811052e-16,0.0,2.5957752149138037e-16,4.815633683957086e-16,0.03932476730969855
694,6.610115268489027,-1.696083218302193,1.2356204084218612,4.634225975825046e-17,7.740061197579977e-17,1.1631705747361534e-16,1.1102230246251565e-16,6.957260123367618,6.957260123367619,1.276620974278317e-16,1.276620974278317e-16,1.2020753526138518e-16,2.220446049250313e-16,1.7460957167102396e-16,3.603135481485724e-16,0.15128329225468784
695,19.834788106010254,-2.6844438138999687,4.441806600709777,2.2615781283281323e-16,2.5434852661149595e-16,1.570092458683775e-16,6.684427777288335e-16,7.703703917700839,7.703703917700849,1.2682162659773158e-15,4.611695512644785e-16,8.575276979606456e-17,0.0,1.435090185298339e-16,2.5564924431323836e-16,0.050416470025052854
696,3.8850421825335064,0.04791605472189654,-1.7335107046879012,2.2609947433256336e-17,2.213657017782952e-16,3.3306690738754696e-16,1.695092437563138e-17,3.5037815848879186,3.5037815848879186,0.0,0.0,7.373927975330608e-17,0.0,2.4933030443167413e-16,7.120957724618993e-16,0.2573974626313792
697,12.668653660482931,-0.7761755289225145,1.195996095099386,3.320790935920944e-16,1.7251799475104056e-16,3.3766115072321297e-16,5.380350920698932e-18,8.223203397947378,8.223203397947369,1.0800881076610928e-15,2.1601762153221858e-16,1.7656571888614404e-16,2.220446049250313e-16,1.2557734286749487e-16,0.0,0.07893498605295986
698,32.15007274819855,0.5832109414006581,0.0371021198739141,5.2231925927426306e-17,7.8132133162124e-17,1.5700924586837752e-16,2.4732071290884357e-15,20.084040161151744,20.084040161151734,5.306771421926045e-16,2.299600949501286e-15,1.268950382428654e-16,0.0,2.645593097142348e-16,1.5114744070337734e-15,0.031104128685249356
699,11.29367073449363,2.1105890893711594,1.0715082778618403,1.3936194151149815e-16,6.05287445367613e-17,2.220446049250313e-16,4.450927137989184e-16,5.799374890369764,5.79937489036976,6.126028659916453e-16,3.0630143299582265e-16,8.35535991512708e-17,0.0,6.744451025457698e-17,0.0,0.08854517043300525
700,5.721040104299537,0.5968756557518206,-1.3913109182370413,7.020954421308166e-17,5.205599601064131e-17,5.551115123125783e-17,2.226263669976751e-16,8.547789009112494,8.547789009112496,2.0781477379782533e-16,2.0781477379782533e-16,2.3939568600501875e-16,1.1102230246251565e-16,5.886534531103633e-17,8.038914641741578e-16,0.17479339102140873
701,3.509593444280848,-1.8028130655841303,0.2810562057816679,6.651472363427283e-17,0.0,0.0,1.1113150831905275e-16,1.5699595400266455,1.5699595400266455,0.0,2.828666589984386e-16,8.840095428322232e-17,0.0,2.1901044258078436e-16,7.585520918661277e-16,0.28493328810765184
702,47.61565574130642,-2.644890011057626,-2.2684138359927686,8.383968548954608e-17,4.783626035805248e-17,1.570092458683775e-16,8.88316250271554e-16,2.701683613010024,2.701683613010022,8.218749370050958e-16,6.574999496040766e-16,1.8424521189030063e-16,0.0,1.0396955802581066e-16,5.806142467324957e-16,0.02100149592463702
703,4.558615083575199,-5.0023922239423895,-3.283339145411574,1.923997408034744e-16,1.416932279585094e-16,2.7755575615628914e-16,1.117195920218043e-16,10.078305383655941,10.078305383655938,3.5251101683840237e-16,1.7625550841920119e-16,1.287804700756626e-16,0.0,2.6817762651073454e-16,8.232982205704373e-16,0.21936486886182205
704,9.021532259352917,-9.467268009808521,-0.5475736043347805,7.988375272238232e-17,1.250640215922941e-16,2.482534153247273e-16,5.510876475149918e-17,12.260169146325495,12.260169146325488,5.795537788098605e-16,0.0,1.262452832875776e-16,0.0,2.912186942606228e-16,2.708958527305181e-16,0.11084591522280109
705,6.286350648524658,-0.12956706693064943,-0.2367305150520328,7.21780622467018e-17,6.234469420109704e-17,2.2887833992611187e-16,2.302791225338946e-16,7.574959945965649,7.574959945965649,0.0,4.690075860655398e-16,8.285816319030239e-18,0.0,1.8612891706235017e-17,8.535418503166227e-16,0.15907480443120045
706,75.3492039975111,-0.7428269369972264,0.13248439750521424,1.2051218174083926e-17,0.0,1.570092458683775e-16,4.22278771117794e-15,3.9224129634248546,3.9224129634248692,3.73620627448062e-15,4.302298134250412e-15,5.700953803677323e-17,0.0,1.1155748720953044e-16,8.881784197001252e-16,0.013271540334173815
707,5.552562529836232,-3.945497537065766,1.9652229586031265,1.227180468456312e-16,2.0470338001245825e-17,5.551115123125784e-17,2.7755575615628914e-16,3.162457070302587,3.1624570703025867,1.4042537178459522e-16,2.8085074356919045e-16,3.486894287970212e-17,0.0,2.051109953892343e-16,8.722568709966433e-16,0.18009702630570684
708,28.392600433427315,-1.3237926011363563,3.4527663308472785,6.049289487848541e-17,0.0,5.551115123125783e-17,4.440892098500626e-16,4.267705250432568,4.267705250432574,1.2486969473022076e-15,6.243484736511038e-16,1.1255232999176375e-16,1.1102230246251565e-16,1.2260110555757885e-16,7.77195165023743e-15,0.03522044422611477
709,11.967375182181032,-1.817165280712135,1.4691758323525919,3.2233070118303366e-17,0.0,5.551115123125783e-17,3.330940814406605e-16,3.7233360030213603,3.723336003021359,3.5781557948815206e-16,3.5781557948815206e-16,4.8876390193952764e-17,0.0,2.7454825187333764e-16,3.0530248307098884e-15,0.0835605122073035
710,17.36353929923503,-2.8573221030115694,3.9271827826425865,2.0269218249997576e-19,0.0,1.1102230246251565e-16,4.781087169350876e-17,4.808872880507376,4.808872880507376,0.0,1.8469575756521454e-16,1.6920912812081495e-16,2.220446049250313e-16,2.0446842125709613e-16,4.644279956715329e-16,0.05759194498117499
711,3.2031610974139335,-3.6427558410866183,0.591961954102954,2.9823237158971135e-16,4.711310281630333e-17,2.262401324646644e-16,1.1147594345445783e-16,1.5127557680833417,1.5127557680833417,0.0,1.467815291865397e-16,1.7392967244025462e-16,0.0,1.1097334448923875e-16,6.817456479002944e-16,0.31219160372775134
