grid,case,pattern,amplitude,time,local_chi,upstream_a,delta_chi,predicted_delta_chi,total_energy,charge
base,0,single,0,1.0,0.0009160211696876323,0.0,0.0,0.0,2616.0133734550063,2845.2807209478246
base,1,single,0.002,1.0,0.0009160211696876323,3.8667215370132e-08,0.0,0.0,2616.030104863327,2845.2807209478246
base,2,single,0.004,1.0,0.0009160211696876323,7.733443074026403e-08,0.0,0.0,2616.0802990882894,2845.2807209478246
base,3,single,0.008,1.0,0.0009160211696876323,1.5466886148052798e-07,0.0,0.0,2616.281075988138,2845.280720947825
base,4,single,-0.004,1.0,0.0009160211696876323,-7.733443074026403e-08,0.0,0.0,2616.0802990882894,2845.2807209478246
base,5,counter,0.004,1.0,0.0009160211696876323,7.733443074026403e-08,0.0,-2.2601024162212204e-27,2616.085791527271,2845.2807209478246
base,6,counter,-0.004,1.0,0.0009160211696876323,-7.733443074026403e-08,0.0,-2.2601024162212204e-27,2616.085791527271,2845.2807209478246
base,0,single,0,1.1,0.0008986890642845982,0.0,0.0,0.0,2616.0133734489577,2845.2807209411044
base,1,single,0.002,1.1,0.0008986890642845982,1.8785240149493226e-07,0.0,0.0,2616.030104857277,2845.2807209411044
base,2,single,0.004,1.1,0.0008986890642845982,3.7570480298986447e-07,0.0,0.0,2616.0802990822353,2845.2807209411044
base,3,single,0.008,1.1,0.0008986890642845982,7.514096059797284e-07,0.0,0.0,2616.281075982068,2845.2807209411044
base,4,single,-0.004,1.1,0.0008986890642845982,-3.7570480298986447e-07,0.0,0.0,2616.0802990822353,2845.2807209411044
base,5,counter,0.004,1.1,0.0008986890642845982,3.7570480298986447e-07,0.0,-9.940304026632954e-26,2616.085791521212,2845.2807209411044
base,6,counter,-0.004,1.1,0.0008986890642845982,-3.7570480298986447e-07,0.0,-9.940304026632954e-26,2616.085791521212,2845.2807209411044
base,0,single,0,1.2,0.00087982614657224,0.0,0.0,0.0,2616.0133734429087,2845.2807209343828
base,1,single,0.002,1.2,0.00087982614657224,7.143175978040232e-07,0.0,0.0,2616.030104851227,2845.2807209343828
base,2,single,0.004,1.2,0.00087982614657224,1.4286351956080465e-06,0.0,0.0,2616.080299076182,2845.2807209343828
base,3,single,0.008,1.2,0.00087982614657224,2.85727039121609e-06,0.0,0.0,2616.281075975999,2845.2807209343828
base,4,single,-0.004,1.2,0.00087982614657224,-1.4286351956080465e-06,0.0,0.0,2616.080299076182,2845.2807209343828
base,5,counter,0.004,1.2,0.00087982614657224,1.4286351956080465e-06,0.0,-2.9040612184497788e-24,2616.0857915151532,2845.2807209343837
base,6,counter,-0.004,1.2,0.00087982614657224,-1.4286351956080465e-06,0.0,-2.9040612184497788e-24,2616.0857915151532,2845.2807209343837
base,0,single,0,1.3,0.000859464547385949,0.0,0.0,0.0,2616.0133734368605,2845.2807209276625
base,1,single,0.002,1.3,0.000859464547385949,2.201285974924053e-06,0.0,0.0,2616.0301048451774,2845.2807209276625
base,2,single,0.004,1.3,0.000859464547385949,4.402571949848104e-06,0.0,0.0,2616.0802990701272,2845.2807209276625
base,3,single,0.008,1.3,0.000859464547385949,8.805143899696202e-06,0.0,0.0,2616.2810759699296,2845.2807209276625
base,4,single,-0.004,1.3,0.000859464547385949,-4.402571949848104e-06,0.0,0.0,2616.0802990701272,2845.2807209276625
base,5,counter,0.004,1.3,0.000859464547385949,4.402571949848104e-06,0.0,-5.975531741627465e-23,2616.085791509094,2845.2807209276625
base,6,counter,-0.004,1.3,0.000859464547385949,-4.402571949848104e-06,0.0,-5.975531741627465e-23,2616.085791509094,2845.2807209276625
base,0,single,0,1.4000000000000001,0.0008376389503899925,0.0,0.0,0.0,2616.0133734308115,2845.280720920942
base,1,single,0.002,1.4000000000000001,0.0008376389503899925,5.6694802787738446e-06,0.0,0.0,2616.030104839127,2845.280720920942
base,2,single,0.004,1.4000000000000001,0.0008376389503899925,1.1338960557547687e-05,0.0,0.0,2616.080299064074,2845.280720920942
base,3,single,0.008,1.4000000000000001,0.0008376389503899925,2.2677921115095395e-05,0.0,0.0,2616.28107596386,2845.280720920942
base,4,single,-0.004,1.4000000000000001,0.0008376389503899925,-1.1338960557547687e-05,0.0,0.0,2616.080299064074,2845.280720920942
base,5,counter,0.004,1.4000000000000001,0.0008376389503899925,1.1338960557547687e-05,0.0,-9.053847336984274e-22,2616.085791503036,2845.280720920942
base,6,counter,-0.004,1.4000000000000001,0.0008376389503899925,-1.1338960557547687e-05,0.0,-9.053847336984274e-22,2616.085791503036,2845.280720920942
base,0,single,0,1.5,0.0008143865329972923,0.0,0.0,0.0,2616.013373424763,2845.2807209142206
base,1,single,0.002,1.5,0.0008143865329972923,1.2559153517963903e-05,0.0,0.0,2616.030104833077,2845.280720914221
base,2,single,0.004,1.5,0.0008143865329972923,2.5118307035927833e-05,0.0,0.0,2616.0802990580196,2845.280720914221
base,3,single,0.008,1.5,0.0008143865329972923,5.0236614071855985e-05,0.0,0.0,2616.28107595779,2845.280720914221
base,4,single,-0.004,1.5,0.0008143865329972923,-2.5118307035927833e-05,0.0,0.0,2616.0802990580196,2845.280720914221
base,5,counter,0.004,1.5,0.0008143865329972923,2.5118307035927833e-05,0.0,-1.0454201938038296e-20,2616.085791496977,2845.280720914221
base,6,counter,-0.004,1.5,0.0008143865329972923,-2.5118307035927833e-05,0.0,-1.0454201938038296e-20,2616.085791496977,2845.280720914221
base,0,single,0,1.6,0.0007897469030414828,0.0,0.0,-0.0,2616.0133734187148,2845.280720907501
base,1,single,0.002,1.6,0.0007897469030414828,2.4587617526898767e-05,0.0,-7.47584737885e-313,2616.0301048270276,2845.2807209075004
base,2,single,0.004,1.6,0.0007897469030414828,4.9175235053797724e-05,0.0,-2.990338951533e-312,2616.080299051966,2845.280720907501
base,3,single,0.008,1.6,0.0007897469030414828,9.835047010759714e-05,0.0,-1.1961355806134e-311,2616.2810759517206,2845.2807209075004
base,4,single,-0.004,1.6,0.0007897469030414828,-4.9175235053797724e-05,0.0,-2.990338951533e-312,2616.080299051966,2845.280720907501
base,5,counter,0.004,1.6,0.0007897469030414828,4.9175235053797724e-05,0.0,-9.448177415434893e-20,2616.0857914909184,2845.280720907501
base,6,counter,-0.004,1.6,0.0007897469030414828,-4.9175235053797724e-05,0.0,-9.448177415434893e-20,2616.0857914909184,2845.280720907501
base,0,single,0,1.7,0.0007637620313091333,0.0,0.0,-0.0,2616.0133734126657,2845.280720900779
base,1,single,0.002,1.7,0.0007637620313091333,4.360596023106665e-05,0.0,-1.4140161489901984e-296,2616.0301048209776,2845.2807209007797
base,2,single,0.004,1.7,0.0007637620313091333,8.721192046213405e-05,0.0,-5.656064595960794e-296,2616.080299045912,2845.2807209007797
base,3,single,0.008,1.7,0.0007637620313091333,0.00017442384092427403,0.0,-2.2624258383843175e-295,2616.2810759456515,2845.280720900779
base,4,single,-0.004,1.7,0.0007637620313091333,-8.721192046213405e-05,0.0,-5.656064595960794e-296,2616.080299045912,2845.2807209007797
base,5,counter,0.004,1.7,0.0007637620313091332,8.721192046213405e-05,-1.0842021724855044e-19,-6.822917233800713e-19,2616.08579148486,2845.2807209007797
base,6,counter,-0.004,1.7,0.0007637620313091332,-8.721192046213405e-05,-1.0842021724855044e-19,-6.822917233800713e-19,2616.08579148486,2845.2807209007797
base,0,single,0,1.8,0.0007364761800470618,0.0,0.0,-0.0,2616.013373406617,2845.280720894059
base,1,single,0.002,1.8,0.0007364761800470618,7.152486832761279e-05,0.0,-9.793931358978675e-284,2616.0301048149277,2845.280720894059
base,2,single,0.004,1.8,0.0007364761800470618,0.00014304973665522748,0.0,-3.91757254359147e-283,2616.0802990398583,2845.280720894059
base,3,single,0.008,1.8,0.0007364761800470618,0.00028609947331047084,0.0,-1.567029017436588e-282,2616.281075939582,2845.280720894059
base,4,single,-0.004,1.8,0.0007364761800470618,-0.00014304973665522748,0.0,-3.91757254359147e-283,2616.0802990398583,2845.280720894059
base,5,counter,0.004,1.8,0.0007364761800470585,0.00014304973665522748,-3.2526065174565133e-18,-3.998240193618382e-18,2616.0857914788016,2845.280720894059
base,6,counter,-0.004,1.8,0.0007364761800470585,-0.00014304973665522748,-3.2526065174565133e-18,-3.998240193618382e-18,2616.0857914788016,2845.280720894059
base,0,single,0,1.9000000000000001,0.0007079358275664967,0.0,0.0,-0.0,2616.0133734005685,2845.2807208873382
base,1,single,0.002,1.9000000000000001,0.0007079358275664967,0.00011023623319115739,0.0,-7.369945056955084e-273,2616.0301048088772,2845.2807208873382
base,2,single,0.004,1.9000000000000001,0.0007079358275664967,0.0002204724663823188,0.0,-2.9479780227820336e-272,2616.0802990338047,2845.280720887338
base,3,single,0.008,1.9000000000000001,0.0007079358275664967,0.00044094493276467016,0.0,-1.1791912091128134e-271,2616.281075933512,2845.2807208873382
base,4,single,-0.004,1.9000000000000001,0.0007079358275664967,-0.0002204724663823188,0.0,-2.9479780227820336e-272,2616.0802990338047,2845.280720887338
base,5,counter,0.004,1.9000000000000001,0.0007079358275664777,0.0002204724663823188,-1.8973538018496328e-17,-1.9212902558312875e-17,2616.085791472742,2845.280720887338
base,6,counter,-0.004,1.9000000000000001,0.0007079358275664777,-0.0002204724663823188,-1.8973538018496328e-17,-1.9212902558312875e-17,2616.085791472742,2845.280720887338
base,0,single,0,2.0,0.0006781895890725014,0.0,0.0,-0.0,2616.01337339452,2845.280720880618
base,1,single,0.002,2.0,0.0006781895890725014,0.0001614714382948621,0.0,-2.572832479957626e-263,2616.0301048028277,2845.280720880618
base,2,single,0.004,2.0,0.0006781895890725014,0.0003229428765897303,0.0,-1.0291329919830503e-262,2616.0802990277507,2845.280720880618
base,3,single,0.008,2.0,0.0006781895890725014,0.0006458857531795101,0.0,-4.1165319679322013e-262,2616.281075927443,2845.2807208806175
base,4,single,-0.004,2.0,0.0006781895890725014,-0.0003229428765897303,0.0,-1.0291329919830503e-262,2616.0802990277507,2845.280720880618
base,5,counter,0.004,2.0,0.0006781895890724251,0.0003229428765897303,-7.632783294297951e-17,-7.607161893062594e-17,2616.085791466684,2845.2807208806175
base,6,counter,-0.004,2.0,0.0006781895890724251,-0.0003229428765897303,-7.632783294297951e-17,-7.607161893062594e-17,2616.085791466684,2845.2807208806175
base,0,single,0,2.1,0.0006472881338535156,0.0,0.0,-0.0,2616.013373388472,2845.280720873897
base,1,single,0.002,2.1,0.0006472881338535156,0.00022666539311360596,0.0,-9.143214304901562e-255,2616.030104796778,2845.280720873897
base,2,single,0.004,2.1,0.0006472881338535156,0.00045333078622721663,0.0,-3.657285721960625e-254,2616.0802990216966,2845.280720873897
base,3,single,0.008,2.1,0.0006472881338535156,0.0009066615724544708,0.0,-1.46291428878425e-253,2616.281075921373,2845.2807208738964
base,4,single,-0.004,2.1,0.0006472881338535156,-0.00045333078622721663,0.0,-3.657285721960625e-254,2616.0802990216966,2845.280720873897
base,5,counter,0.004,2.1,0.0006472881338532676,0.00045333078622721663,-2.4795703684743486e-16,-2.4730911992474773e-16,2616.085791460626,2845.280720873897
base,6,counter,-0.004,2.1,0.0006472881338532676,-0.00045333078622721663,-2.4795703684743486e-16,-2.4730911992474773e-16,2616.085791460626,2845.280720873897
base,0,single,0,2.2,0.0006152840989720313,0.0,0.0,-0.0,2616.0133733824227,2845.2807208671757
base,1,single,0.002,2.2,0.0006152840989720313,0.0003068785307752669,0.0,-5.315020833874834e-247,2616.0301047907274,2845.280720867176
base,2,single,0.004,2.2,0.0006152840989720313,0.0006137570615505246,0.0,-2.1260083335499335e-246,2616.080299015643,2845.280720867176
base,3,single,0.008,2.2,0.0006152840989720313,0.0012275141231009768,0.0,-8.504033334199734e-246,2616.281075915304,2845.2807208671757
base,4,single,-0.004,2.2,0.0006152840989720313,-0.0006137570615505246,0.0,-2.1260083335499335e-246,2616.080299015643,2845.280720867176
base,5,counter,0.004,2.2,0.0006152840989713838,0.0006137570615505246,-6.474855374083432e-16,-6.471846737319934e-16,2616.085791454567,2845.280720867176
base,6,counter,-0.004,2.2,0.0006152840989713838,-0.0006137570615505246,-6.474855374083432e-16,-6.471846737319934e-16,2616.085791454567,2845.280720867176
base,0,single,0,2.3000000000000003,0.000582231999603409,0.0,0.0,-0.0,2616.013373376374,2845.2807208604554
base,1,single,0.002,2.3000000000000003,0.000582231999603409,0.00040271991331952564,0.0,-6.737830862273078e-240,2616.030104784678,2845.2807208604554
base,2,single,0.004,2.3000000000000003,0.000582231999603409,0.0008054398266389984,0.0,-2.695132344909231e-239,2616.0802990095895,2845.2807208604554
base,3,single,0.008,2.3000000000000003,0.000582231999603409,0.0016108796532775767,0.0,-1.0780529379636924e-238,2616.281075909234,2845.2807208604554
base,4,single,-0.004,2.3000000000000003,0.000582231999603409,-0.0008054398266389984,0.0,-2.695132344909231e-239,2616.0802990095895,2845.2807208604554
base,5,counter,0.004,2.3000000000000003,0.0005822319996021339,0.0008054398266389984,-1.2750217548429532e-15,-1.2765316122705276e-15,2616.085791448508,2845.2807208604554
base,6,counter,-0.004,2.3000000000000003,0.0005822319996021339,-0.0008054398266389984,-1.2750217548429532e-15,-1.2765316122705276e-15,2616.085791448508,2845.2807208604554
base,0,single,0,2.4,0.0005481881361755702,0.0,0.0,-0.0,2616.0133733703256,2845.2807208537347
base,1,single,0.002,2.4,0.0005481881361755702,0.0005142517365392217,0.0,-2.0569562528957e-233,2616.030104778628,2845.2807208537347
base,2,single,0.004,2.4,0.0005481881361755702,0.001028503473078288,0.0,-8.2278250115828e-233,2616.0802990035354,2845.280720853735
base,3,single,0.008,2.4,0.0005481881361755702,0.0020570069461553326,0.0,-3.29113000463312e-232,2616.281075903165,2845.2807208537347
base,4,single,-0.004,2.4,0.0005481881361755702,-0.001028503473078288,0.0,-8.2278250115828e-233,2616.0802990035354,2845.280720853735
base,5,counter,0.004,2.4,0.0005481881361741605,0.001028503473078288,-1.4096796646656529e-15,-1.410558135370946e-15,2616.085791442449,2845.280720853735
base,6,counter,-0.004,2.4,0.0005481881361741605,-0.001028503473078288,-1.4096796646656529e-15,-1.410558135370946e-15,2616.085791442449,2845.280720853735
base,0,single,0,2.5,0.0005132104984677155,0.0,0.0,-0.0,2616.013373364277,2845.2807208470144
base,1,single,0.002,2.5,0.0005132104984677155,0.0006409391614332878,0.0,-5.302627662796296e-228,2616.030104772578,2845.2807208470135
base,2,single,0.004,2.5,0.0005132104984677155,0.0012818783228662138,0.0,-2.1210510651185185e-227,2616.0802989974813,2845.2807208470135
base,3,single,0.008,2.5,0.0005132104984677155,0.002563756645729534,0.0,-8.484204260474074e-227,2616.281075897095,2845.2807208470144
base,4,single,-0.004,2.5,0.0005132104984677155,-0.0012818783228662138,0.0,-2.1210510651185185e-227,2616.0802989974813,2845.2807208470135
base,5,counter,0.004,2.5,0.0005132104984696548,0.0012818783228662138,1.9393124259248218e-15,1.9418558924322127e-15,2616.0857914363905,2845.2807208470135
base,6,counter,-0.004,2.5,0.0005132104984696548,-0.0012818783228662138,1.9393124259248218e-15,1.9418558924322127e-15,2616.0857914363905,2845.2807208470135
base,0,single,0,2.6,0.00047735866683139093,0.0,0.0,0.0,2616.013373358228,2845.280720840293
base,1,single,0.002,2.6,0.00047735866683139093,0.0007816471399015783,0.0,2.9219549542332997e-221,2616.030104766528,2845.280720840293
base,2,single,0.004,2.6,0.00047735866683139093,0.0015632942798024265,0.0,1.1687819816933199e-220,2616.0802989914278,2845.280720840293
base,3,single,0.008,2.6,0.00047735866683139093,0.003126588559599006,0.0,4.6751279267732795e-220,2616.2810758910255,2845.280720840293
base,4,single,-0.004,2.6,0.00047735866683139093,-0.0015632942798024265,0.0,1.1687819816933199e-220,2616.0802989914278,2845.280720840293
base,5,counter,0.004,2.6,0.0004773586668482973,0.0015632942798024265,1.690634394632684e-14,1.6908788869829486e-14,2616.085791430332,2845.2807208402933
base,6,counter,-0.004,2.6,0.0004773586668482973,-0.0015632942798024265,1.690634394632684e-14,1.6908788869829486e-14,2616.085791430332,2845.2807208402933
base,0,single,0,2.7,0.0004406937107021868,0.0,0.0,0.0,2616.0133733521798,2845.2807208335726
base,1,single,0.002,2.7,0.0004406937107021868,0.0009346335170777367,0.0,2.645167499789613e-215,2616.0301047604785,2845.2807208335726
base,2,single,0.004,2.7,0.0004406937107021868,0.0018692670341541393,0.0,1.0580669999158451e-214,2616.080298985374,2845.280720833573
base,3,single,0.008,2.7,0.0004406937107021868,0.003738534068297604,0.0,4.2322679996633805e-214,2616.281075884957,2845.2807208335726
base,4,single,-0.004,2.7,0.0004406937107021868,-0.0018692670341541393,0.0,1.0580669999158451e-214,2616.080298985374,2845.280720833573
base,5,counter,0.004,2.7,0.00044069371076298187,0.0018692670341541393,6.079506472897456e-14,6.079157387448792e-14,2616.0857914242733,2845.280720833573
base,6,counter,-0.004,2.7,0.00044069371076298187,-0.0018692670341541393,6.079506472897456e-14,6.079157387448792e-14,2616.0857914242733,2845.280720833573
base,0,single,0,2.8000000000000003,0.00040327808457495535,0.0,0.0,0.0,2616.0133733461316,2845.280720826852
base,1,single,0.002,2.8000000000000003,0.00040327808457495535,0.001097562743524623,0.0,8.734824645324729e-210,2616.0301047544285,2845.280720826852
base,2,single,0.004,2.8000000000000003,0.00040327808457495535,0.002195125487046996,0.0,3.4939298581298917e-209,2616.080298979321,2845.280720826852
base,3,single,0.008,2.8000000000000003,0.00040327808457495535,0.004390250974075996,0.0,1.3975719432519567e-208,2616.2810758788873,2845.280720826851
base,4,single,-0.004,2.8000000000000003,0.00040327808457495535,-0.002195125487046996,0.0,3.4939298581298917e-209,2616.080298979321,2845.280720826852
base,5,counter,0.004,2.8000000000000003,0.00040327808473906,0.002195125487046996,1.6410462398697145e-13,1.6409755756814543e-13,2616.0857914182147,2845.280720826852
base,6,counter,-0.004,2.8000000000000003,0.00040327808473906,-0.002195125487046996,1.6410462398697145e-13,1.6409755756814543e-13,2616.0857914182147,2845.280720826852
base,0,single,0,2.9,0.0003651755216197175,0.0,0.0,0.0,2616.0133733400826,2845.2807208201316
base,1,single,0.002,2.9,0.0003651755216197175,0.0012675746746294157,0.0,1.3946041202200464e-204,2616.0301047483786,2845.2807208201316
base,2,single,0.004,2.9,0.0003651755216197175,0.0025351493492552822,0.0,5.5784164808801855e-204,2616.080298973266,2845.2807208201316
base,3,single,0.008,2.9,0.0003651755216197175,0.005070298698482175,0.0,2.2313665923520742e-203,2616.2810758728174,2845.2807208201316
base,4,single,-0.004,2.9,0.0003651755216197175,-0.0025351493492552822,0.0,5.5784164808801855e-204,2616.080298973266,2845.2807208201316
base,5,counter,0.004,2.9,0.0003651755219922696,0.0025351493492552822,3.725520868365362e-13,3.7255028153498566e-13,2616.0857914121566,2845.2807208201307
base,6,counter,-0.004,2.9,0.0003651755219922696,-0.0025351493492552822,3.725520868365362e-13,3.7255028153498566e-13,2616.0857914121566,2845.2807208201307
base,0,single,0,3.0,0.0003264509251194927,0.0,0.0,0.0,2616.0133733340335,2845.28072081341
base,1,single,0.002,3.0,0.0003264509251194927,0.0014413676552486737,0.0,1.2140811034641776e-199,2616.030104742328,2845.28072081341
base,2,single,0.004,3.0,0.0003264509251194927,0.0028827353104920587,0.0,4.856324413856711e-199,2616.0802989672125,2845.28072081341
base,3,single,0.008,3.0,0.0003264509251194927,0.005765470620941811,0.0,1.9425297655426842e-198,2616.2810758667474,2845.2807208134104
base,4,single,-0.004,3.0,0.0003264509251194927,-0.0028827353104920587,0.0,4.856324413856711e-199,2616.0802989672125,2845.28072081341
base,5,counter,0.004,3.0,0.00032645092586460384,0.0028827353104920587,7.451111125669763e-13,7.451174715095467e-13,2616.085791406098,2845.2807208134104
base,6,counter,-0.004,3.0,0.00032645092586460384,-0.0028827353104920587,7.451111125669763e-13,7.451174715095467e-13,2616.085791406098,2845.2807208134104
base,0,single,0,3.1,0.000287170257915005,0.0,0.0,0.0,2616.013373327985,2845.2807208066897
base,1,single,0.002,3.1,0.000287170257915005,0.001615281776226931,0.0,6.219092978010931e-195,2616.0301047362786,2845.2807208066897
base,2,single,0.004,3.1,0.000287170257915005,0.0032305635524463683,0.0,2.4876371912043724e-194,2616.0802989611584,2845.2807208066897
base,3,single,0.008,3.1,0.000287170257915005,0.006461127104832786,0.0,9.95054876481749e-194,2616.281075860679,2845.2807208066897
base,4,single,-0.004,3.1,0.000287170257915005,-0.0032305635524463683,0.0,2.4876371912043724e-194,2616.0802989611584,2845.2807208066897
base,5,counter,0.004,3.1,0.00028717025926225663,0.0032305635524463683,1.3472516288345893e-12,1.347258866682955e-12,2616.0857914000394,2845.2807208066893
base,6,counter,-0.004,3.1,0.00028717025926225663,-0.0032305635524463683,1.3472516288345893e-12,1.347258866682955e-12,2616.0857914000394,2845.2807208066893
base,0,single,0,3.2,0.00024740043004458485,0.0,0.0,0.0,2616.013373321937,2845.280720799969
base,1,single,0.002,3.2,0.00024740043004458485,0.0017854199303190444,0.0,1.9829725553102553e-190,2616.0301047302287,2845.280720799969
base,2,single,0.004,3.2,0.00024740043004458485,0.003570839860627941,0.0,7.931890221241021e-190,2616.0802989551057,2845.280720799969
base,3,single,0.008,3.2,0.00024740043004458485,0.007141679721174689,0.0,3.1727560884964084e-189,2616.2810758546093,2845.280720799969
base,4,single,-0.004,3.2,0.00024740043004458485,-0.003570839860627941,0.0,7.931890221241021e-190,2616.0802989551057,2845.280720799969
base,5,counter,0.004,3.2,0.00024740043228484485,0.003570839860627941,2.2402600065828115e-12,2.240258480489779e-12,2616.0857913939803,2845.280720799969
base,6,counter,-0.004,3.2,0.00024740043228484485,-0.003570839860627941,2.2402600065828115e-12,2.240258480489779e-12,2616.0857913939803,2845.280720799969
base,0,single,0,3.3000000000000003,0.00020720918477068272,0.0,0.0,0.0,2616.013373315888,2845.2807207932487
base,1,single,0.002,3.3000000000000003,0.00020720918477068272,0.0019477887828793518,0.0,4.115249523408901e-186,2616.0301047241783,2845.2807207932487
base,2,single,0.004,3.3000000000000003,0.00020720918477068272,0.0038955775657455115,0.0,1.6460998093635604e-185,2616.0802989490508,2845.280720793248
base,3,single,0.008,3.3000000000000003,0.00020720918477068272,0.007791155131385488,0.0,6.584399237454242e-185,2616.2810758485393,2845.280720793248
base,4,single,-0.004,3.3000000000000003,0.00020720918477068272,-0.0038955775657455115,0.0,1.6460998093635604e-185,2616.0802989490508,2845.280720793248
base,5,counter,0.004,3.3000000000000003,0.0002072091882394798,0.0038955775657455115,3.4687970811714264e-12,3.4687847088358673e-12,2616.0857913879217,2845.280720793248
base,6,counter,-0.004,3.3000000000000003,0.0002072091882394798,-0.0038955775657455115,3.4687970811714264e-12,3.4687847088358673e-12,2616.0857913879217,2845.280720793248
base,0,single,0,3.4,0.00016666498318715725,0.0,0.0,0.0,2616.0133733098396,2845.2807207865276
base,1,single,0.002,3.4,0.00016666498318715725,0.002098424266999578,0.0,5.766993227615914e-182,2616.0301047181288,2845.280720786527
base,2,single,0.004,3.4,0.00016666498318715725,0.004196848533982641,0.0,2.3067972910463657e-181,2616.080298942997,2845.2807207865276
base,3,single,0.008,3.4,0.00016666498318715725,0.008393697067833163,0.0,9.227189164185463e-181,2616.28107584247,2845.280720786527
base,4,single,-0.004,3.4,0.00016666498318715725,-0.004196848533982641,0.0,2.3067972910463657e-181,2616.080298942997,2845.2807207865276
base,5,counter,0.004,3.4,0.00016666498823637892,0.004196848533982641,5.0492216744496554e-12,5.049210000012676e-12,2616.085791381863,2845.2807207865276
base,6,counter,-0.004,3.4,0.00016666498823637892,-0.004196848533982641,5.0492216744496554e-12,5.049210000012676e-12,2616.085791381863,2845.2807207865276
base,0,single,0,3.5,0.00012583688760387326,0.0,0.0,0.0,2616.0133733037906,2845.2807207798064
base,1,single,0.002,3.5,0.00012583688760387326,0.0022335264181412356,0.0,5.62955251758769e-178,2616.0301047120784,2845.2807207798064
base,2,single,0.004,3.5,0.00012583688760387326,0.004467052836262503,0.0,2.251821007035076e-177,2616.080298936943,2845.280720779807
base,3,single,0.008,3.5,0.00012583688760387326,0.00893410567236526,0.0,9.007284028140304e-177,2616.2810758364003,2845.280720779807
base,4,single,-0.004,3.5,0.00012583688760387326,-0.004467052836262503,0.0,2.251821007035076e-177,2616.080298936943,2845.280720779807
base,5,counter,0.004,3.5,0.00012583689456468152,0.004467052836262503,6.960808259003429e-12,6.9608115751090136e-12,2616.0857913758045,2845.280720779807
base,6,counter,-0.004,3.5,0.00012583689456468152,-0.004467052836262503,6.960808259003429e-12,6.9608115751090136e-12,2616.0857913758045,2845.280720779807
base,0,single,0,3.6,8.479444390728994e-05,0.0,0.0,0.0,2616.013373297742,2845.280720773086
base,1,single,0.002,3.6,8.479444390728994e-05,0.0023496071210873555,0.0,3.931374478868549e-174,2616.030104706029,2845.280720773086
base,2,single,0.004,3.6,8.479444390728994e-05,0.004699214242151332,0.0,1.5725497915474197e-173,2616.0802989308895,2845.2807207730866
base,3,single,0.008,3.6,8.479444390728994e-05,0.009398428484115633,0.0,6.2901991661896786e-173,2616.2810758303312,2845.280720773086
base,4,single,-0.004,3.6,8.479444390728994e-05,-0.004699214242151332,0.0,1.5725497915474197e-173,2616.0802989308895,2845.2807207730866
base,5,counter,0.004,3.6,8.479445304849504e-05,0.004699214242151332,9.141205099729571e-12,9.141221470233424e-12,2616.085791369746,2845.280720773086
base,6,counter,-0.004,3.6,8.479445304849504e-05,-0.004699214242151332,9.141205099729571e-12,9.141221470233424e-12,2616.085791369746,2845.280720773086
base,0,single,0,3.7,4.360756309748077e-05,0.0,0.0,0.0,2616.0133732916934,2845.280720766366
base,1,single,0.002,3.7,4.360756309748077e-05,0.0024436112569417717,0.0,2.0099863857451027e-170,2616.0301046999784,2845.280720766366
base,2,single,0.004,3.7,4.360756309748077e-05,0.004887222513856973,0.0,8.039945542980411e-170,2616.080298924835,2845.280720766366
base,3,single,0.008,3.7,4.360756309748077e-05,0.0097744450275014,0.0,3.2159782171921644e-169,2616.2810758242613,2845.280720766366
base,4,single,-0.004,3.7,4.360756309748077e-05,-0.004887222513856973,0.0,8.039945542980411e-170,2616.080298924835,2845.280720766366
base,5,counter,0.004,3.7,4.360757458428846e-05,0.004887222513856973,1.1486807686945325e-11,1.1486821085534268e-11,2616.085791363687,2845.280720766365
base,6,counter,-0.004,3.7,4.360757458428846e-05,-0.004887222513856973,1.1486807686945325e-11,1.1486821085534268e-11,2616.085791363687,2845.280720766365
base,0,single,0,3.8000000000000003,2.3464022033124867e-06,0.0,0.0,0.0,2616.0133732856443,2845.2807207596443
base,1,single,0.002,3.8000000000000003,2.3464022033124867e-06,0.0025130191918851913,0.0,7.676764839746679e-167,2616.0301046939285,2845.2807207596443
base,2,single,0.004,3.8000000000000003,2.3464022033124867e-06,0.005026038383741012,0.0,3.0707059358986714e-166,2616.080298918782,2845.2807207596443
base,3,single,0.008,3.8000000000000003,2.3464022033124867e-06,0.010052076767247056,0.0,1.2282823743594686e-165,2616.2810758181918,2845.2807207596443
base,4,single,-0.004,3.8000000000000003,2.3464022033124867e-06,-0.005026038383741012,0.0,3.0707059358986714e-166,2616.080298918782,2845.2807207596443
base,5,counter,0.004,3.8000000000000003,2.346416061669797e-06,0.005026038383741012,1.3858357310343993e-11,1.3858358221087319e-11,2616.0857913576283,2845.2807207596443
base,6,counter,-0.004,3.8000000000000003,2.346416061669797e-06,-0.005026038383741012,1.3858357310343993e-11,1.3858358221087319e-11,2616.0857913576283,2845.2807207596443
base,0,single,0,3.9,-3.89187552214183e-05,0.0,0.0,0.0,2616.013373279596,2845.280720752924
base,1,single,0.002,3.9,-3.89187552214183e-05,0.0025559491792112375,0.0,2.2293647168719658e-163,2616.030104687879,2845.2807207529245
base,2,single,0.004,3.9,-3.89187552214183e-05,0.00511189835839082,0.0,8.917458867487863e-163,2616.080298912728,2845.2807207529245
