grid,case,pattern,amplitude,time,local_chi,upstream_a,delta_chi,predicted_delta_chi,total_energy,charge
fine,0,single,0,79.5,0.00017230216347356814,0.0,0.0,0.0,2616.3360544212615,2845.630390611199
fine,1,single,0.002,79.5,0.00017230228554072699,-6.872536741481916e-08,1.2206715884399352e-10,1.2223283405010545e-10,2616.3527949512845,2845.6303906111966
fine,2,single,0.004,79.5,0.00017230264975489723,-1.3744978292219133e-07,4.862813290874759e-10,4.889313362004218e-10,2616.4030165413637,2845.630390611199
fine,3,single,0.008,79.5,0.00017230407679977766,-2.748919490863034e-07,1.9133262095180365e-09,1.9557253448016872e-09,2616.6039029016692,2845.6303906111975
fine,4,single,-0.004,79.5,0.00017230264975489723,1.3744978292219133e-07,4.862813290874759e-10,4.889313362004218e-10,2616.4030165413637,2845.630390611199
fine,5,counter,0.004,79.5,0.00017230264706407264,-1.3781095651861764e-07,4.835905045006729e-10,4.862305063933596e-10,2616.4085154348254,2845.6303906111984
fine,6,counter,-0.004,79.5,0.00017230264706407264,1.3781095651861764e-07,4.835905045006729e-10,4.862305063933596e-10,2616.4085154348254,2845.6303906111984
fine,0,single,0,79.60000000000001,0.00013151357607722264,0.0,0.0,0.0,2616.336054421072,2845.6303906109897
fine,1,single,0.002,79.60000000000001,0.0001315137000870678,-6.760018770002921e-08,1.2400984517155385e-10,1.2417253384265678e-10,2616.352794951096,2845.6303906109874
fine,2,single,0.004,79.60000000000001,0.00013151407016341967,-1.3519940387849056e-07,4.940861970319059e-10,4.966901353706271e-10,2616.403016541174,2845.6303906109897
fine,3,single,0.008,79.60000000000001,0.00013151552117318825,-2.703910337400047e-07,1.9450959656147366e-09,1.9867605414825085e-09,2616.60390290148,2845.630390610988
fine,4,single,-0.004,79.60000000000001,0.00013151407016341967,1.3519940387849056e-07,4.940861970319059e-10,4.966901353706271e-10,2616.403016541174,2845.6303906109897
fine,5,counter,0.004,79.60000000000001,0.0001315140658297405,-1.35557425973421e-07,4.897525178644297e-10,4.9234663249193e-10,2616.4085154346367,2845.6303906109883
fine,6,counter,-0.004,79.60000000000001,0.0001315140658297405,1.35557425973421e-07,4.897525178644297e-10,4.9234663249193e-10,2616.4085154346367,2845.6303906109883
fine,0,single,0,79.7,9.050097188968135e-05,0.0,0.0,0.0,2616.336054420883,2845.6303906107796
fine,1,single,0.002,79.7,9.050109762604408e-05,-6.647216411346791e-08,1.2573636272786293e-10,1.2589600880401379e-10,2616.352794950906,2845.6303906107764
fine,2,single,0.004,79.7,9.050147292003745e-05,-1.3294333825978454e-07,5.010303560926133e-10,5.035840352160551e-10,2616.4030165409854,2845.6303906107787
fine,3,single,0.008,79.7,9.050294536886108e-05,-2.658787544707115e-07,1.9734791797287226e-09,2.0143361408642206e-09,2616.60390290129,2845.6303906107787
fine,4,single,-0.004,79.7,9.050147292003745e-05,1.3294333825978454e-07,5.010303560926133e-10,5.035840352160551e-10,2616.4030165409854,2845.6303906107787
fine,5,counter,0.004,79.7,9.050146703377681e-05,-1.3330237804632988e-07,4.951440954567999e-10,4.976877693849795e-10,2616.4085154344466,2845.6303906107787
fine,6,counter,-0.004,79.7,9.050146703377681e-05,1.3330237804632988e-07,4.951440954567999e-10,4.976877693849795e-10,2616.4085154344466,2845.6303906107787
fine,0,single,0,79.8,4.9334210715691714e-05,0.0,0.0,0.0,2616.336054420695,2845.6303906105686
fine,1,single,0.002,79.8,4.933433797780621e-05,-6.539209693813497e-08,1.2726211449535845e-10,1.2741821904493294e-10,2616.352794950717,2845.630390610567
fine,2,single,0.004,79.8,4.933471788999524e-05,-1.3078318670877165e-07,5.07174303524319e-10,5.096728761797318e-10,2616.4030165407958,2845.6303906105695
fine,3,single,0.008,79.8,4.93362094288064e-05,-2.615583133642256e-07,1.9987131146857544e-09,2.038691504718927e-09,2616.6039029011004,2845.6303906105672
fine,4,single,-0.004,79.8,4.933471788999524e-05,1.3078318670877165e-07,5.07174303524319e-10,5.096728761797318e-10,2616.4030165407958,2845.6303906105695
fine,5,counter,0.004,79.8,4.933471056912164e-05,-1.3112004396344153e-07,4.998534299281232e-10,5.0234218942528e-10,2616.4085154342574,2845.630390610568
fine,6,counter,-0.004,79.8,4.933471056912164e-05,1.3112004396344153e-07,4.998534299281232e-10,5.0234218942528e-10,2616.4085154342574,2845.630390610568
fine,0,single,0,79.9,8.08341494658812e-06,0.0,0.0,0.0,2616.3360544205048,2845.6303906103594
fine,1,single,0.002,79.9,8.08354354190306e-06,-6.425582990339928e-08,1.2859531493857653e-10,1.287478646975964e-10,2616.3527949505283,2845.6303906103567
fine,2,single,0.004,79.9,8.083927498512316e-06,-1.2851063676748476e-07,5.125519241956753e-10,5.149914587903855e-10,2616.403016540607,2845.6303906103594
fine,3,single,0.008,79.9,8.085435880655125e-06,-2.570130860871477e-07,2.0209340670046083e-09,2.059965835161542e-09,2616.6039029009103,2845.6303906103576
fine,4,single,-0.004,79.9,8.083927498512316e-06,1.2851063676748476e-07,5.125519241956753e-10,5.149914587903855e-10,2616.403016540607,2845.6303906103594
fine,5,counter,0.004,79.9,8.083918891363838e-06,-1.2885145554125236e-07,5.039447757171649e-10,5.063744697734972e-10,2616.4085154340682,2845.630390610358
fine,6,counter,-0.004,79.9,8.083918891363838e-06,1.2885145554125236e-07,5.039447757171649e-10,5.063744697734972e-10,2616.4085154340682,2845.630390610358
fine,0,single,0,80.0,-3.318114988550079e-05,0.0,0.0,0.0,2616.3360544203165,2845.6303906101484
fine,1,single,0.002,80.0,-3.3181020147472225e-05,-6.319977901223149e-08,1.2973802856818895e-10,1.2988655099427227e-10,2616.352794950339,2845.6303906101466
fine,2,single,0.004,80.0,-3.318063271556106e-05,-1.263985204144266e-07,5.17169939733247e-10,5.195462039770891e-10,2616.403016540418,2845.630390610149
fine,3,single,0.008,80.0,-3.317910972002195e-05,-2.527887363773959e-07,2.0401654788438717e-09,2.0781848159083564e-09,2616.603902900721,2845.630390610148
fine,4,single,-0.004,80.0,-3.318063271556106e-05,1.263985204144266e-07,5.17169939733247e-10,5.195462039770891e-10,2616.403016540418,2845.630390610149
fine,5,counter,0.004,80.0,-3.318064243015482e-05,-1.2673381331957776e-07,5.07455345973018e-10,5.098218158102469e-10,2616.408515433879,2845.630390610148
fine,6,counter,-0.004,80.0,-3.318064243015482e-05,1.2673381331957776e-07,5.07455345973018e-10,5.098218158102469e-10,2616.408515433879,2845.630390610148
fine,0,single,0,80.10000000000001,-7.438919479468244e-05,0.0,0.0,0.0,2616.336054420127,2845.630390609939
fine,1,single,0.002,80.10000000000001,-7.438906411022023e-05,-6.208101702044841e-08,1.3068446220738505e-10,1.3082872752436145e-10,2616.35279495015,2845.6303906099365
fine,2,single,0.004,80.10000000000001,-7.438867378864835e-05,-1.2416098330505417e-07,5.210060340918093e-10,5.233149100974458e-10,2616.4030165402282,2845.6303906099392
fine,3,single,0.008,80.10000000000001,-7.438713847888597e-05,-2.4831355674552e-07,2.05631579647226e-09,2.093259640389783e-09,2616.603902900531,2845.630390609938
fine,4,single,-0.004,80.10000000000001,-7.438867378864835e-05,1.2416098330505417e-07,5.210060340918093e-10,5.233149100974458e-10,2616.4030165402282,2845.6303906099392
fine,5,counter,0.004,80.10000000000001,-7.43886844009204e-05,-1.2447510388950605e-07,5.103937620443534e-10,5.126930453984649e-10,2616.4085154336894,2845.6303906099383
fine,6,counter,-0.004,80.10000000000001,-7.43886844009204e-05,1.2447510388950605e-07,5.103937620443534e-10,5.126930453984649e-10,2616.4085154336894,2845.6303906099383
fine,0,single,0,80.2,-0.00011547052706916032,0.0,0.0,0.0,2616.3360544199377,2845.630390609729
fine,1,single,0.002,80.2,-0.00011547039564667759,-6.101562030484347e-08,1.3142248273261166e-10,1.31562386686714e-10,2616.3527949499617,2845.630390609727
fine,2,single,0.004,80.2,-0.00011547000305762622,-1.2203017812451432e-07,5.240115341019176e-10,5.26249546746856e-10,2616.403016540039,2845.6303906097296
fine,3,single,0.008,80.2,-0.00011546845787915244,-2.4405185197064323e-07,2.069190007880574e-09,2.104998186987424e-09,2616.6039029003414,2845.6303906097273
fine,4,single,-0.004,80.2,-0.00011547000305762622,1.2203017812451432e-07,5.240115341019176e-10,5.26249546746856e-10,2616.403016540039,2845.6303906097296
fine,5,counter,0.004,80.2,-0.00011547001432718503,-1.223552248217948e-07,5.127419752887566e-10,5.149704875247664e-10,2616.4085154335,2845.6303906097273
fine,6,counter,-0.004,80.2,-0.00011547001432718503,1.223552248217948e-07,5.127419752887566e-10,5.149704875247664e-10,2616.4085154335,2845.6303906097273
fine,0,single,0,80.3,-0.000156355169836291,0.0,0.0,0.0,2616.336054419749,2845.6303906095195
fine,1,single,0.002,80.3,-0.00015635503790103095,-5.99436587948791e-08,1.319352600532165e-10,1.3207044744579226e-10,2616.3527949497725,2845.6303906095163
fine,2,single,0.004,80.3,-0.0001563546437179254,-1.198862448364521e-07,5.261183656161787e-10,5.28281789783169e-10,2616.40301653985,2845.6303906095186
fine,3,single,0.008,80.3,-0.00015635309132378436,-2.3976390277701497e-07,2.078512506640401e-09,2.113127159132676e-09,2616.603902900152,2845.6303906095177
fine,4,single,-0.004,80.3,-0.0001563546437179254,1.198862448364521e-07,5.261183656161787e-10,5.28281789783169e-10,2616.40301653985,2845.6303906095186
fine,5,counter,0.004,80.3,-0.0001563546553757755,-1.2019519555157594e-07,5.14460515502321e-10,5.166145138476796e-10,2616.4085154333106,2845.630390609518
fine,6,counter,-0.004,80.3,-0.0001563546553757755,1.2019519555157594e-07,5.14460515502321e-10,5.166145138476796e-10,2616.4085154333106,2845.630390609518
fine,0,single,0,80.4,-0.0001969734812576095,0.0,0.0,0.0,2616.33605441956,2845.630390609309
fine,1,single,0.002,80.4,-0.00019697334905524524,-5.8845667449605035e-08,1.3220236426306035e-10,1.3233270578852525e-10,2616.3527949495833,2845.6303906093067
fine,2,single,0.004,80.4,-0.00019697295401212774,-1.1769025335810784e-07,5.272454817574837e-10,5.29330823154101e-10,2616.4030165396607,2845.6303906093094
fine,3,single,0.008,80.4,-0.00019697139730028238,-2.3537184909941423e-07,2.0839573271246373e-09,2.117323292616404e-09,2616.6039028999626,2845.630390609308
fine,4,single,-0.004,80.4,-0.00019697295401212774,1.1769025335810784e-07,5.272454817574837e-10,5.29330823154101e-10,2616.4030165396607,2845.6303906093094
fine,5,counter,0.004,80.4,-0.00019697296576373787,-1.179856909264835e-07,5.15493871628683e-10,5.175700013918766e-10,2616.4085154331215,2845.630390609308
fine,6,counter,-0.004,80.4,-0.00019697296576373787,1.179856909264835e-07,5.15493871628683e-10,5.175700013918766e-10,2616.4085154331215,2845.630390609308
fine,0,single,0,80.5,-0.0002372562731553232,0.0,0.0,0.0,2616.3360544193706,2845.6303906090993
fine,1,single,0.002,80.5,-0.0002372561409523521,-5.782436690094987e-08,1.3220297111812135e-10,1.3232817554596798e-10,2616.3527949493932,2845.6303906090966
fine,2,single,0.004,80.5,-0.0002372557458466255,-1.156476449215036e-07,5.273086977101386e-10,5.293127021838719e-10,2616.4030165394715,2845.6303906090993
fine,3,single,0.008,80.5,-0.00023725418796915942,-2.3128657310885544e-07,2.085186163791391e-09,2.1172508087354878e-09,2616.6039028997725,2845.6303906090975
fine,4,single,-0.004,80.5,-0.0002372557458466255,1.156476449215036e-07,5.273086977101386e-10,5.293127021838719e-10,2616.4030165394715,2845.6303906090993
fine,5,counter,0.004,80.5,-0.00023725575737578122,-1.1595582306000302e-07,5.15779541987579e-10,5.177744614213532e-10,2616.408515432932,2845.6303906090975
fine,6,counter,-0.004,80.5,-0.00023725575737578122,1.1595582306000302e-07,5.15779541987579e-10,5.177744614213532e-10,2616.408515432932,2845.6303906090975
fine,0,single,0,80.60000000000001,-0.0002771349288648871,0.0,0.0,0.0,2616.336054419182,2845.6303906088892
fine,1,single,0.002,80.60000000000001,-0.00027713479694722957,-5.67111984931656e-08,1.3191765751595017e-10,1.3203762324889138e-10,2616.3527949492045,2845.630390608887
fine,2,single,0.004,80.60000000000001,-0.00027713440263395765,-1.1342130233707915e-07,5.262309294372901e-10,5.281504929955655e-10,2616.4030165392824,2845.6303906088883
fine,3,single,0.008,80.60000000000001,-0.00027713284697596693,-2.2683384131106688e-07,2.0818889201554974e-09,2.112601971982262e-09,2616.603902899583,2845.630390608888
fine,4,single,-0.004,80.60000000000001,-0.00027713440263395765,1.1342130233707915e-07,5.262309294372901e-10,5.281504929955655e-10,2616.4030165392824,2845.6303906088883
fine,5,counter,0.004,80.60000000000001,-0.00027713441360867,-1.1370258973245949e-07,5.152562170874543e-10,5.171668895229491e-10,2616.4085154327427,2845.630390608888
fine,6,counter,-0.004,80.60000000000001,-0.00027713441360867,1.1370258973245949e-07,5.152562170874543e-10,5.171668895229491e-10,2616.4085154327427,2845.630390608888
fine,0,single,0,80.7,-0.00031654152011445096,0.0,0.0,0.0,2616.3360544189927,2845.630390608679
fine,1,single,0.002,80.7,-0.0003165413887828969,-5.569890360917975e-08,1.3133155403032698e-10,1.3144608480247235e-10,2616.352794949016,2845.6303906086764
fine,2,single,0.004,80.7,-0.0003165409961620861,-1.1139670823916138e-07,5.239523648390039e-10,5.257843392098894e-10,2616.403016539093,2845.6303906086787
fine,3,single,0.008,80.7,-0.0003165394462909099,-2.2278461810169378e-07,2.0738235410617395e-09,2.1031373568395576e-09,2616.6039028993932,2845.630390608678
fine,4,single,-0.004,80.7,-0.0003165409961620861,1.1139670823916138e-07,5.239523648390039e-10,5.257843392098894e-10,2616.403016539093,2845.6303906086787
fine,5,counter,0.004,80.7,-0.0003165410062414219,-1.1167880628588981e-07,5.138730290355116e-10,5.156964689840996e-10,2616.408515432553,2845.6303906086778
fine,6,counter,-0.004,80.7,-0.0003165410062414219,1.1167880628588981e-07,5.138730290355116e-10,5.156964689840996e-10,2616.408515432553,2845.6303906086778
fine,0,single,0,80.8,-0.0003554089227319262,0.0,0.0,0.0,2616.3360544188035,2845.630390608469
fine,1,single,0.002,80.8,-0.00035540879229564373,-5.462386965192502e-08,1.304362824889639e-10,1.3054514234262587e-10,2616.3527949488266,2845.6303906084663
fine,2,single,0.004,80.8,-0.00035540840229320177,-1.09246637551779e-07,5.204387244512471e-10,5.221805693705035e-10,2616.4030165389036,2845.6303906084695
fine,3,single,0.008,80.8,-0.00035540686187879615,-2.18484454073877e-07,2.0608531300751742e-09,2.088722277482014e-09,2616.6039028992027,2845.630390608467
fine,4,single,-0.004,80.8,-0.00035540840229320177,1.09246637551779e-07,5.204387244512471e-10,5.221805693705035e-10,2616.4030165389036,2845.6303906084695
fine,5,counter,0.004,80.8,-0.00035540841113460334,-1.0953345273324599e-07,5.115973228820431e-10,5.133306771996359e-10,2616.4085154323634,2845.6303906084677
fine,6,counter,-0.004,80.8,-0.00035540841113460334,1.0953345273324599e-07,5.115973228820431e-10,5.133306771996359e-10,2616.4085154323634,2845.6303906084677
fine,0,single,0,80.9,-0.00039367093098208324,0.0,0.0,0.0,2616.3360544186144,2845.630390608258
fine,1,single,0.002,80.9,-0.00039367080175038135,-5.3570277166998126e-08,1.2923170189136843e-10,1.2933477193792203e-10,2616.352794948638,2845.6303906082567
fine,2,single,0.004,80.9,-0.00039367041529176565,-1.0713945130325828e-07,5.156903175968994e-10,5.173390877516881e-10,2616.4030165387153,2845.630390608259
fine,3,single,0.008,80.9,-0.00039366888800729927,-2.1427007089751957e-07,2.0429747839734343e-09,2.0693563510067525e-09,2616.603902899013,2845.6303906082576
fine,4,single,-0.004,80.9,-0.00039367041529176565,1.0713945130325828e-07,5.156903175968994e-10,5.173390877516881e-10,2616.4030165387153,2845.630390608259
fine,5,counter,0.004,80.9,-0.00039367042256102105,-1.0739579574856346e-07,5.084210621952856e-10,5.100617136861799e-10,2616.4085154321747,2845.630390608258
fine,6,counter,-0.004,80.9,-0.00039367042256102105,1.0739579574856346e-07,5.084210621952856e-10,5.100617136861799e-10,2616.4085154321747,2845.630390608258
fine,0,single,0,81.0,-0.0004312623703393513,0.0,0.0,0.0,2616.3360544184256,2845.6303906080484
fine,1,single,0.002,81.0,-0.0004312622426118094,-5.2560820290803205e-08,1.2772754192204652e-10,1.2782459278204069e-10,2616.3527949484487,2845.6303906080466
fine,2,single,0.004,81.0,-0.00043126186059427884,-1.0512053772849384e-07,5.0974507248688e-10,5.112983711281627e-10,2616.403016538526,2845.630390608049
fine,3,single,0.008,81.0,-0.0004312603499995828,-2.1023224484174366e-07,2.0203397685294305e-09,2.045193484512651e-09,2616.603902898824,2845.6303906080475
fine,4,single,-0.004,81.0,-0.00043126186059427884,1.0512053772849384e-07,5.0974507248688e-10,5.112983711281627e-10,2616.403016538526,2845.630390608049
fine,5,counter,0.004,81.0,-0.00043126186597392116,-1.0539249061206216e-07,5.043654301714953e-10,5.059107910113572e-10,2616.408515431985,2845.6303906080466
fine,6,counter,-0.004,81.0,-0.00043126186597392116,1.0539249061206216e-07,5.043654301714953e-10,5.059107910113572e-10,2616.408515431985,2845.6303906080466
fine,0,single,0,81.10000000000001,-0.00046811920850438896,0.0,0.0,0.0,2616.3360544182365,2845.6303906078388
fine,1,single,0.002,81.10000000000001,-0.00046811908256097414,-5.147153672432673e-08,1.259434148225165e-10,1.2603439414802128e-10,2616.3527949482595,2845.630390607836
fine,2,single,0.004,81.10000000000001,-0.0004681187058222048,-1.0294197232366417e-07,5.026821841809873e-10,5.041375765920851e-10,2616.403016538337,2845.6303906078388
fine,3,single,0.008,81.10000000000001,-0.00046811721524235995,-2.0587512729918868e-07,1.9932620290105153e-09,2.0165503063683404e-09,2616.603902898634,2845.630390607837
fine,4,single,-0.004,81.10000000000001,-0.0004681187058222048,1.0294197232366417e-07,5.026821841809873e-10,5.041375765920851e-10,2616.403016538337,2845.6303906078388
fine,5,counter,0.004,81.10000000000001,-0.0004681187090221378,-1.0320180235365104e-07,4.994822511866261e-10,5.009300614831392e-10,2616.408515431796,2845.6303906078374
fine,6,counter,-0.004,81.10000000000001,-0.0004681187090221378,1.0320180235365104e-07,4.994822511866261e-10,5.009300614831392e-10,2616.408515431796,2845.6303906078374
fine,0,single,0,81.2,-0.0005041786644746323,0.0,0.0,0.0,2616.3360544180478,2845.630390607628
fine,1,single,0.002,81.2,-0.0005041785405654431,-5.048949017556516e-08,1.2390918922421806e-10,1.2399387884429933e-10,2616.3527949480704,2845.630390607626
fine,2,single,0.004,81.2,-0.0005041781698545065,-1.0097788233197924e-07,4.946201257816432e-10,4.959755153771973e-10,2616.403016538147,2845.630390607629
fine,3,single,0.008,81.2,-0.000504176702260818,-2.0194697185902244e-07,1.962213814284304e-09,1.9839020615087892e-09,2616.6039028984446,2845.6303906076278
fine,4,single,-0.004,81.2,-0.0005041781698545065,1.0097788233197924e-07,4.946201257816432e-10,4.959755153771973e-10,2616.403016538147,2845.630390607629
fine,5,counter,0.004,81.2,-0.0005041781706211816,-1.0121634935232856e-07,4.938534507552272e-10,4.952015127803173e-10,2616.4085154316067,2845.6303906076278
fine,6,counter,-0.004,81.2,-0.0005041781706211816,1.0121634935232856e-07,4.938534507552272e-10,4.952015127803173e-10,2616.4085154316067,2845.6303906076278
fine,0,single,0,81.3,-0.0005393793154839629,0.0,0.0,0.0,2616.3360544178586,2845.6303906074195
fine,1,single,0.002,81.3,-0.0005393791938207125,-4.9421503330739236e-08,1.2166325043770632e-10,1.217416058352007e-10,2616.352794947881,2845.630390607416
fine,2,single,0.004,81.3,-0.0005393788297710519,-9.88419132489965e-08,4.857129110805852e-10,4.869664233408028e-10,2616.4030165379586,2845.630390607418
fine,3,single,0.008,81.3,-0.000539377387675141,-1.976750700451552e-07,1.927808821974332e-09,1.947865693363211e-09,2616.603902898255,2845.630390607417
fine,4,single,-0.004,81.3,-0.0005393788297710519,9.88419132489965e-08,4.857129110805852e-10,4.869664233408028e-10,2616.4030165379586,2845.630390607418
fine,5,counter,0.004,81.3,-0.0005393788278972016,-9.910173996221584e-08,4.875867613308993e-10,4.888331963561757e-10,2616.4085154314175,2845.630390607417
fine,6,counter,-0.004,81.3,-0.0005393788278972016,9.910173996221584e-08,4.875867613308993e-10,4.888331963561757e-10,2616.4085154314175,2845.630390607417
fine,0,single,0,81.4,-0.0005736612016284755,0.0,0.0,0.0,2616.3360544176694,2845.6303906072085
fine,1,single,0.002,81.4,-0.0005736610823771764,-4.841182837800411e-08,1.1925129904822446e-10,1.1932318698255165e-10,2616.352794947693,2845.630390607206
fine,2,single,0.004,81.4,-0.0005736607254854393,-9.68225693224969e-08,4.761430361316724e-10,4.772927479302066e-10,2616.403016537769,2845.6303906072085
fine,3,single,0.008,81.4,-0.000573659310855089,-1.9363642965123103e-07,1.890773386492052e-09,1.9091709917208264e-09,2616.6039028980654,2845.630390607207
fine,4,single,-0.004,81.4,-0.0005736607254854393,9.68225693224969e-08,4.761430361316724e-10,4.772927479302066e-10,2616.403016537769,2845.6303906072085
fine,5,counter,0.004,81.4,-0.000573660720818597,-9.705297155507569e-08,4.80809878456584e-10,4.819529500657948e-10,2616.4085154312284,2845.630390607208
fine,6,counter,-0.004,81.4,-0.000573660720818597,9.705297155507569e-08,4.80809878456584e-10,4.819529500657948e-10,2616.4085154312284,2845.630390607208
fine,0,single,0,81.5,-0.0006069659280007614,0.0,0.0,0.0,2616.3360544174807,2845.630390606998
fine,1,single,0.002,81.5,-0.000606965811277202,-4.7400851344668874e-08,1.1672355942037027e-10,1.1678884456368163e-10,2616.3527949475033,2845.6303906069966
fine,2,single,0.004,81.5,-0.0006069654618899028,-9.480062260602488e-08,4.661108585690341e-10,4.671553782547265e-10,2616.40301653758,2845.630390606999
fine,3,single,0.008,81.5,-0.0006069640760935549,-1.8959259462604942e-07,1.8519072064694317e-09,1.868621513018906e-09,2616.6039028978753,2845.6303906069975
fine,4,single,-0.004,81.5,-0.0006069654618899028,9.480062260602488e-08,4.661108585690341e-10,4.671553782547265e-10,2616.40301653758,2845.630390606999
fine,5,counter,0.004,81.5,-0.0006069654543392213,-9.502933495552003e-08,4.736615401117195e-10,4.746996720559895e-10,2616.408515431038,2845.630390606997
fine,6,counter,-0.004,81.5,-0.0006069654543392213,9.502933495552003e-08,4.736615401117195e-10,4.746996720559895e-10,2616.408515431038,2845.630390606997
fine,0,single,0,81.60000000000001,-0.0006392367641582365,0.0,0.0,0.0,2616.3360544172915,2845.6303906067883
fine,1,single,0.002,81.60000000000001,-0.0006392366500263545,-4.635732429498056e-08,1.1413188200515983e-10,1.1419048135136545e-10,2616.352794947314,2845.6303906067856
fine,2,single,0.004,81.60000000000001,-0.00063923630833437,-9.271357723293784e-08,4.5582386649922757e-10,4.567619254054618e-10,2616.4030165373906,2845.6303906067888
fine,3,single,0.008,81.60000000000001,-0.0006392349521217555,-1.854185732657669e-07,1.8120364810416192e-09,1.8270477016218471e-09,2616.6039028976857,2845.6303906067865
fine,4,single,-0.004,81.60000000000001,-0.00063923630833437,9.271357723293784e-08,4.5582386649922757e-10,4.567619254054618e-10,2616.4030165373906,2845.6303906067888
fine,5,counter,0.004,81.60000000000001,-0.0006392362978769746,-9.295440468374533e-08,4.662812619739623e-10,4.672132896977417e-10,2616.4085154308495,2845.6303906067874
fine,6,counter,-0.004,81.60000000000001,-0.0006392362978769746,9.295440468374533e-08,4.662812619739623e-10,4.672132896977417e-10,2616.4085154308495,2845.6303906067874
fine,0,single,0,81.7,-0.0006704187407565721,0.0,0.0,0.0,2616.3360544171023,2845.630390606579
fine,1,single,0.002,81.7,-0.0006704186292300238,-4.538457760308346e-08,1.1152654830464542e-10,1.115784645107565e-10,2616.352794947125,2845.630390606576
fine,2,single,0.004,81.7,-0.000670418295273358,-9.076809382708696e-08,4.4548321411971847e-10,4.46313858043026e-10,2616.4030165372005,2845.630390606578
fine,3,single,0.008,81.7,-0.00067041696879411,-1.8152768587669102e-07,1.7719624620686145e-09,1.785255432172104e-09,2616.603902897496,2845.6303906065777
fine,4,single,-0.004,81.7,-0.000670418295273358,9.076809382708696e-08,4.4548321411971847e-10,4.46313858043026e-10,2616.4030165372005,2845.630390606578
fine,5,counter,0.004,81.7,-0.0006704182819577354,-9.097291712942921e-08,4.587988367043064e-10,4.5962377723586896e-10,2616.40851543066,2845.630390606577
fine,6,counter,-0.004,81.7,-0.0006704182819577354,9.097291712942921e-08,4.587988367043064e-10,4.5962377723586896e-10,2616.40851543066,2845.630390606577
fine,0,single,0,81.8,-0.0007004587431833458,0.0,0.0,0.0,2616.336054416914,2845.6303906063677
fine,1,single,0.002,81.8,-0.0007004586342301779,-4.4342212357659426e-08,1.0895316788529785e-10,1.0899833633586889e-10,2616.3527949469362,2845.6303906063654
fine,2,single,0.004,81.8,-0.0007004583079125624,-8.868337462609986e-08,4.3527078339225533e-10,4.3599334534347555e-10,2616.403016537012,2845.630390606369
fine,3,single,0.008,81.8,-0.000700457010774307,-1.7735833733842984e-07,1.7324090387065005e-09,1.7439733813739022e-09,2616.6039028973064,2845.630390606367
fine,4,single,-0.004,81.8,-0.0007004583079125624,8.868337462609986e-08,4.3527078339225533e-10,4.3599334534347555e-10,2616.403016537012,2845.630390606369
fine,5,counter,0.004,81.8,-0.00070045829186068,-8.890649884363676e-08,4.5132266576330266e-10,4.5203995130418533e-10,2616.4085154304707,2845.630390606367
fine,6,counter,-0.004,81.8,-0.00070045829186068,8.890649884363676e-08,4.5132266576330266e-10,4.5203995130418533e-10,2616.4085154304707,2845.630390606367
fine,0,single,0,81.9,-0.0007293056020323783,0.0,0.0,0.0,2616.336054416725,2845.630390606158
fine,1,single,0.002,81.9,-0.0007293054955831318,-4.337162208989128e-08,1.0644924655286991e-10,1.0648768631586796e-10,2616.352794946747,2845.6303906061557
fine,2,single,0.004,81.9,-0.0007293051766959445,-8.674220654680347e-08,4.2533643382532127e-10,4.2595074526347183e-10,2616.403016536823,2845.630390606158
fine,3,single,0.008,81.9,-0.0007293039080599259,-1.734761005152351e-07,1.6939724524359448e-09,1.7038029810538873e-09,2616.603902897116,2845.6303906061576
fine,4,single,-0.004,81.9,-0.0007293051766959445,8.674220654680347e-08,4.2533643382532127e-10,4.2595074526347183e-10,2616.403016536823,2845.630390606158
fine,5,counter,0.004,81.9,-0.0007293051581022353,-8.69564346656646e-08,4.439301430798903e-10,4.445394212226161e-10,2616.4085154302807,2845.630390606157
fine,6,counter,-0.004,81.9,-0.0007293051581022353,8.69564346656646e-08,4.439301430798903e-10,4.445394212226161e-10,2616.4085154302807,2845.630390606157
fine,0,single,0,82.0,-0.0007569101802648151,0.0,0.0,0.0,2616.3360544165357,2845.6303906059484
fine,1,single,0.002,82.0,-0.0007569100762229838,-4.236136523872489e-08,1.040418312484373e-10,1.0407340681059099e-10,2616.3527949465574,2845.6303906059456
fine,2,single,0.004,82.0,-0.0007569097644770195,-8.472170649075134e-08,4.1578779557804174e-10,4.1629362724236394e-10,2616.4030165366335,2845.6303906059484
fine,3,single,0.008,82.0,-0.0007569085231869751,-1.6943520913661982e-07,1.657077839962301e-09,1.6651745089694558e-09,2616.6039028969267,2845.6303906059466
fine,4,single,-0.004,82.0,-0.0007569097644770195,8.472170649075134e-08,4.1578779557804174e-10,4.1629362724236394e-10,2616.4030165366335,2845.6303906059484
fine,5,counter,0.004,82.0,-0.0007569097436062183,-8.491018307081788e-08,4.366585967590861e-10,4.371598428125239e-10,2616.4085154300915,2845.630390605947
fine,6,counter,-0.004,82.0,-0.0007569097436062183,8.491018307081788e-08,4.366585967590861e-10,4.371598428125239e-10,2616.4085154300915,2845.630390605947
fine,0,single,0,82.10000000000001,-0.0007832254569078921,0.0,0.0,0.0,2616.3360544163465,2845.6303906057387
fine,1,single,0.002,82.10000000000001,-0.00078322535516326,-4.137399869914443e-08,1.0174463203373174e-10,1.0176952943812962e-10,2616.3527949463682,2845.6303906057356
